Name,Source,ClassName,ClassSource,Level,Description
Self-Restoration,XPHB,Monk,XPHB,10,"[""Through sheer force of will, you can remove one of the following conditions from yourself at the end of each of your turns: {@condition Charmed|XPHB}, {@condition Frightened|XPHB}, or {@condition Poisoned|XPHB}."", ""In addition, forgoing food and drink doesn't give you levels of {@condition Exhaustion|XPHB}.""]"
Subclass Feature,XPHB,Monk,XPHB,11,"[""You gain a feature from your Monk subclass.""]"
Ability Score Improvement,XPHB,Monk,XPHB,12,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Deflect Energy,XPHB,Monk,XPHB,13,"[""You can now use your Deflect Attacks feature against attacks that deal any damage type, not just Bludgeoning, Piercing, or Slashing.""]"
Disciplined Survivor,XPHB,Monk,XPHB,14,"[""Your physical and mental discipline grant you proficiency in all saving throws."", ""Additionally, whenever you make a saving throw and fail, you can expend 1 Focus Point to reroll it, and you must use the new roll.""]"
Perfect Focus,XPHB,Monk,XPHB,15,"[""When you roll {@variantrule Initiative|XPHB} and don't use Uncanny Metabolism, you regain expended Focus Points until you have 4 if you have 3 or fewer.""]"
Ability Score Improvement,XPHB,Monk,XPHB,16,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Subclass Feature,XPHB,Monk,XPHB,17,"[""You gain a feature from your Monk subclass.""]"
Superior Defense,XPHB,Monk,XPHB,18,"[""At the start of your turn, you can expend 3 Focus Points to bolster yourself against harm for 1 minute or until you have the {@condition Incapacitated|XPHB} condition. During that time, you have {@variantrule Resistance|XPHB} to all damage except Force damage.""]"
Epic Boon,XPHB,Monk,XPHB,19,"[""You gain an {@filter Epic Boon feat|feats|category=EB} or another {@5etools feat|feats.html} of your choice for which you qualify. {@feat Boon of Irresistible Offense|XPHB} is recommended.""]"
Body and Mind,XPHB,Monk,XPHB,20,"[""You have developed your body and mind to new heights. Your Dexterity and Wisdom scores increase by 4, to a maximum of 25.""]"
Expertise,XPHB,Rogue,XPHB,1,"[""You gain {@variantrule Expertise|XPHB} in two of your skill proficiencies of your choice. {@skill Sleight of Hand|XPHB} and {@skill Stealth|XPHB} are recommended if you have proficiency in them."", ""At Rogue level 6, you gain {@variantrule Expertise|XPHB} in two more of your skill proficiencies of your choice.""]"
Sneak Attack,XPHB,Rogue,XPHB,1,"[""You know how to strike subtly and exploit a foe's distraction. Once per turn, you can deal an extra {@damage 1d6} damage to one creature you hit with an attack roll if you have {@variantrule Advantage|XPHB} on the roll and the attack uses a Finesse or a Ranged weapon. The extra damage's type is the same as the weapon's type."", ""You don't need {@variantrule Advantage|XPHB} on the attack roll if at least one of your allies is within 5 feet of the target, the ally doesn't have the {@condition Incapacitated|XPHB} condition, and you don't have {@variantrule Disadvantage|XPHB} on the attack roll."", ""The extra damage increases as you gain Rogue levels, as shown in the Sneak Attack column of the Rogue Features table.""]"
Thieves' Cant,XPHB,Rogue,XPHB,1,"[""You picked up various languages in the communities where you plied your roguish talents. You know Thieves' Cant and one other language of your choice, which you choose from the language tables in {@book chapter 2|XPHB|2|Choose Languages}.""]"
Weapon Mastery,XPHB,Rogue,XPHB,1,"[""Your training with weapons allows you to use the {@variantrule weapon mastery properties|XPHB|mastery properties} of two kinds of {@filter weapons|items|type=simple weapon;martial weapon} of your choice with which you have proficiency, such as {@item Dagger|XPHB|Daggers} and {@item Shortbow|XPHB|Shortbows}."", ""Whenever you finish a {@variantrule Long Rest|XPHB}, you can change the kinds of weapons you chose. For example, you could switch to using the {@variantrule weapon mastery properties|XPHB|mastery properties} of {@item Scimitar|XPHB|Scimitars} and {@item Shortsword|XPHB|Shortswords}.""]"
Cunning Action,XPHB,Rogue,XPHB,2,"[""Your quick thinking and agility allow you to move and act quickly. On your turn, you can take one of the following actions as a {@variantrule Bonus Action|XPHB}: {@action Dash|XPHB}, {@action Disengage|XPHB}, or {@action Hide|XPHB}.""]"
Rogue Subclass,XPHB,Rogue,XPHB,3,"[""You gain a Rogue subclass of your choice. A subclass is a specialization that grants you features at certain Rogue levels. For the rest of your career, you gain each of your subclass's features that are of your Rogue level or lower.""]"
Steady Aim,XPHB,Rogue,XPHB,3,"[""As a {@variantrule Bonus Action|XPHB}, you give yourself {@variantrule Advantage|XPHB} on your next attack roll on the current turn. You can use this feature only if you haven't moved during this turn, and after you use it, your {@variantrule Speed|XPHB} is 0 until the end of the current turn.""]"
Ability Score Improvement,XPHB,Rogue,XPHB,4,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify. You gain this feature again at Rogue levels 8, 10, 12, and 16.""]"
Cunning Strike,XPHB,Rogue,XPHB,5,"[""You've developed cunning ways to use your Sneak Attack. When you deal Sneak Attack damage, you can add one of the following Cunning Strike effects. Each effect has a die cost, which is the number of Sneak Attack damage dice you must forgo to add the effect. You remove the die before rolling, and the effect occurs immediately after the attack's damage is dealt. For example, if you add the Poison effect, remove {@dice 1d6} from the Sneak Attack's damage before rolling."", ""If a Cunning Strike effect requires a saving throw, the DC equals 8 plus your Dexterity modifier and {@variantrule Proficiency|XPHB|Proficiency Bonus}."", {""type"": ""entries"", ""entries"": [{""type"": ""refClassFeature"", ""classFeature"": ""Poison (Cost: 1d6)|Rogue|XPHB|5|XPHB""}, {""type"": ""refClassFeature"", ""classFeature"": ""Trip (Cost: 1d6)|Rogue|XPHB|5|XPHB""}, {""type"": ""refClassFeature"", ""classFeature"": ""Withdraw (Cost: 1d6)|Rogue|XPHB|5|XPHB""}]}]"
Poison (Cost: 1d6),XPHB,Rogue,XPHB,5,"[""You add a toxin to your strike, forcing the target to make a Constitution saving throw. On a failed save, the target has the {@condition Poisoned|XPHB} condition for 1 minute. At the end of each of its turns, the {@condition Poisoned|XPHB} target repeats the save, ending the effect on itself on a success."", ""To use this effect, you must have a {@item Poisoner's Kit|XPHB} on your person.""]"
Trip (Cost: 1d6),XPHB,Rogue,XPHB,5,"[""If the target is Large or smaller, it must succeed on a Dexterity saving throw or have the {@condition Prone|XPHB} condition.""]"
Uncanny Dodge,XPHB,Rogue,XPHB,5,"[""When an attacker that you can see hits you with an attack roll, you can take a {@variantrule Reaction|XPHB} to halve the attack's damage against you (round down).""]"
Withdraw (Cost: 1d6),XPHB,Rogue,XPHB,5,"[""Immediately after the attack, you move up to half your {@variantrule Speed|XPHB} without provoking {@action Opportunity Attack|XPHB|Opportunity Attacks}.""]"
Expertise,XPHB,Rogue,XPHB,6,"[""You gain {@variantrule Expertise|XPHB} in two of your Skill Proficiencies of your choice.""]"
Evasion,XPHB,Rogue,XPHB,7,"[""You can nimbly dodge out of the way of certain dangers. When you're subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw and only half damage if you fail. You can't use this feature if you have the {@condition Incapacitated|XPHB} condition.""]"
Reliable Talent,XPHB,Rogue,XPHB,7,"[""Whenever you make an ability check that uses one of your skill or tool proficiencies, you can treat a {@dice d20} roll of 9 or lower as a 10.""]"
Ability Score Improvement,XPHB,Rogue,XPHB,8,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Subclass Feature,XPHB,Rogue,XPHB,9,"[""You gain a feature from your Rogue Subclass.""]"
Ability Score Improvement,XPHB,Rogue,XPHB,10,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Improved Cunning Strike,XPHB,Rogue,XPHB,11,"[""You can use up to two Cunning Strike effects when you deal Sneak Attack damage, paying the die cost for each effect.""]"
Ability Score Improvement,XPHB,Rogue,XPHB,12,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Subclass Feature,XPHB,Rogue,XPHB,13,"[""You gain a feature from your Rogue Subclass.""]"
Daze (Cost: 2d6),XPHB,Rogue,XPHB,14,"[""The target must succeed on a Constitution saving throw, or on its next turn, it can do only one of the following: move or take an action or a {@variantrule Bonus Action|XPHB}.""]"
Devious Strikes,XPHB,Rogue,XPHB,14,"[""You've practiced new ways to use your Sneak Attack deviously. The following effects are now among your Cunning Strike options."", {""type"": ""entries"", ""entries"": [{""type"": ""refClassFeature"", ""classFeature"": ""Daze (Cost: 2d6)|Rogue|XPHB|14|XPHB""}, {""type"": ""refClassFeature"", ""classFeature"": ""Knock Out (Cost: 6d6)|Rogue|XPHB|14|XPHB""}, {""type"": ""refClassFeature"", ""classFeature"": ""Obscure (Cost: 3d6)|Rogue|XPHB|14|XPHB""}]}]"
Knock Out (Cost: 6d6),XPHB,Rogue,XPHB,14,"[""The target must succeed on a Constitution saving throw, or it has the {@condition Unconscious|XPHB} condition for 1 minute or until it takes any damage. The {@condition Unconscious|XPHB} target repeats the save at the end of each of its turns, ending the effect on itself on a success.""]"
Obscure (Cost: 3d6),XPHB,Rogue,XPHB,14,"[""The target must succeed on a Dexterity saving throw, or it has the {@condition Blinded|XPHB} condition until the end of its next turn.""]"
Slippery Mind,XPHB,Rogue,XPHB,15,"[""Your cunning mind is exceptionally difficult to control. You gain proficiency in Wisdom and Charisma saving throws.""]"
Ability Score Improvement,XPHB,Rogue,XPHB,16,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Subclass Feature,XPHB,Rogue,XPHB,17,"[""You gain a feature from your Rogue Subclass.""]"
Elusive,XPHB,Rogue,XPHB,18,"[""You're so evasive that attackers rarely gain the upper hand against you. No attack roll can have {@variantrule Advantage|XPHB} against you unless you have the {@condition Incapacitated|XPHB} condition.""]"
Epic Boon,XPHB,Rogue,XPHB,19,"[""You gain an {@filter Epic Boon feat|feats|category=EB} or another {@5etools feat|feats.html} of your choice for which you qualify. {@feat Boon of the Night Spirit|XPHB} is recommended.""]"
Stroke of Luck,XPHB,Rogue,XPHB,20,"[""You have a marvelous knack for succeeding when you need to. If you fail a {@variantrule D20 Test|XPHB}, you can turn the roll into a 20."", ""Once you use this feature, you can't use it again until you finish a {@variantrule Short Rest|XPHB|Short} or {@variantrule Long Rest|XPHB}.""]"
Favored Enemy,XPHB,Ranger,XPHB,1,"[""You always have the {@spell Hunter's Mark|XPHB} spell prepared. You can cast it twice without expending a spell slot, and you regain all expended uses of this ability when you finish a {@variantrule Long Rest|XPHB}."", ""The number of times you can cast the spell without a spell slot increases when you reach certain Ranger levels, as shown in the Favored Enemy column of the Ranger Features table.""]"
Spellcasting,XPHB,Ranger,XPHB,1,"[""You have learned to channel the magical essence of nature to cast spells. See {@book chapter 7|XPHB|7} for the rules on spellcasting. The information below details how you use those rules with Ranger spells, which appear in the {@filter Ranger spell list|spells|class=Ranger} later in the class's description."", {""type"": ""entries"", ""entries"": [{""type"": ""entries"", ""name"": ""Spell Slots"", ""entries"": [""The Ranger Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a {@variantrule Long Rest|XPHB}.""]}, {""type"": ""entries"", ""name"": ""Prepared Spells of Level 1+"", ""entries"": [""You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two {@filter level 1 Ranger spells|spells|class=Ranger|level=1}. {@spell Cure Wounds|XPHB} and {@spell Ensnaring Strike|XPHB} are recommended."", ""The number of spells on your list increases as you gain Ranger levels, as shown in the Prepared Spells column of the Ranger Features table. Whenever that number increases, choose additional Ranger spells until the number of spells on your list matches the number in the Ranger Features table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 5 Ranger, your list of prepared spells can include six Ranger spells of level 1 or 2 in any combination."", ""If another Ranger feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Ranger spells for you.""]}, {""type"": ""entries"", ""name"": ""Changing Your Prepared Spells"", ""entries"": [""Whenever you finish a {@variantrule Long Rest|XPHB}, you can replace one spell on your list with another Ranger spell for which you have spell slots.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Ability"", ""entries"": [""Wisdom is your spellcasting ability for your Ranger spells.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Focus"", ""entries"": [""You can use a {@item Druidic Focus|XPHB} as a {@variantrule Spellcasting Focus|XPHB} for your Ranger spells.""]}]}]"
Weapon Mastery,XPHB,Ranger,XPHB,1,"[""Your training with weapons allows you to use the {@variantrule weapon mastery properties|XPHB|mastery properties} of two kinds of {@filter weapons|items|type=simple weapon;martial weapon} of your choice with which you have proficiency, such as {@item Longbow|XPHB|Longbows} and {@item Shortsword|XPHB|Shortswords}."", ""Whenever you finish a {@variantrule Long Rest|XPHB}, you can change the kinds of weapons you chose. For example, you could switch to using the {@variantrule weapon mastery properties|XPHB|mastery properties} of {@item Scimitar|XPHB|Scimitars} and {@item Longsword|XPHB|Longswords}.""]"
Deft Explorer,XPHB,Ranger,XPHB,2,"[""Thanks to your travels, you gain the following benefits."", {""type"": ""entries"", ""entries"": [{""type"": ""entries"", ""name"": ""Expertise"", ""entries"": [""Choose one of your skill proficiencies with which you lack {@variantrule Expertise|XPHB}. You gain {@variantrule Expertise|XPHB} in that skill.""]}, {""type"": ""entries"", ""name"": ""Languages"", ""entries"": [""You know two languages of your choice from the language tables in {@book chapter 2|XPHB|2|Choose Languages}.""]}]}]"
Fighting Style,XPHB,Ranger,XPHB,2,"[""You gain a {@filter Fighting Style feat|feats|category=FS} of your choice. Instead of choosing one of those feats, you can choose the option below."", {""type"": ""entries"", ""entries"": [{""type"": ""refFeat"", ""feat"": ""Druidic Warrior|XPHB""}]}]"
Ranger Subclass,XPHB,Ranger,XPHB,3,"[""You gain a Ranger subclass of your choice. A subclass is a specialization that grants you features at certain Ranger levels. For the rest of your career, you gain each of your subclass's features that are of your Ranger level or lower.""]"
Ability Score Improvement,XPHB,Ranger,XPHB,4,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify. You gain this feature again at Ranger levels 8, 12, and 16.""]"
Extra Attack,XPHB,Ranger,XPHB,5,"[""You can attack twice instead of once whenever you take the {@action Attack|XPHB} action on your turn.""]"
Roving,XPHB,Ranger,XPHB,6,"[""Your {@variantrule Speed|XPHB} increases by 10 feet while you aren't wearing Heavy armor. You also have a {@variantrule Climb Speed|XPHB} and a {@variantrule Swim Speed|XPHB} equal to your {@variantrule Speed|XPHB}.""]"
Subclass Feature,XPHB,Ranger,XPHB,7,"[""You gain a feature from your Ranger Subclass.""]"
Ability Score Improvement,XPHB,Ranger,XPHB,8,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Expertise,XPHB,Ranger,XPHB,9,"[""Choose two of your skill proficiencies with which you lack {@variantrule Expertise|XPHB}. You gain {@variantrule Expertise|XPHB} in those skills.""]"
Tireless,XPHB,Ranger,XPHB,10,"[""Primal forces now help fuel you on your journeys, granting you the following benefits."", {""type"": ""entries"", ""entries"": [{""type"": ""entries"", ""name"": ""Temporary Hit Points"", ""entries"": [""As a {@action Magic|XPHB} action, you can give yourself a number of {@variantrule Temporary Hit Points|XPHB} equal to {@dice 1d8} plus your Wisdom modifier (minimum of 1). You can use this action a number of times equal to your Wisdom modifier (minimum of once), and you regain all expended uses when you finish a {@variantrule Long Rest|XPHB}.""]}, {""type"": ""entries"", ""name"": ""Decrease Exhaustion"", ""entries"": [""Whenever you finish a {@variantrule Short Rest|XPHB}, your {@condition Exhaustion|XPHB} level, if any, decreases by 1.""]}]}]"
Subclass Feature,XPHB,Ranger,XPHB,11,"[""You gain a feature from your Ranger Subclass.""]"
Ability Score Improvement,XPHB,Ranger,XPHB,12,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Relentless Hunter,XPHB,Ranger,XPHB,13,"[""Taking damage can't break your {@status Concentration|XPHB} on Hunter's Mark.""]"
Nature's Veil,XPHB,Ranger,XPHB,14,"[""You invoke spirits of nature to magically hide yourself. As a {@variantrule Bonus Action|XPHB}, you can give yourself the {@condition Invisible|XPHB} condition until the end of your next turn."", ""You can use this feature a number of times equal to your Wisdom modifier (minimum of once), and you regain all expended uses when you finish a {@variantrule Long Rest|XPHB}.""]"
Subclass Feature,XPHB,Ranger,XPHB,15,"[""You gain a feature from your Ranger Subclass.""]"
Ability Score Improvement,XPHB,Ranger,XPHB,16,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Precise Hunter,XPHB,Ranger,XPHB,17,"[""You have {@variantrule Advantage|XPHB} on attack rolls against the creature currently marked by your Hunter's Mark.""]"
Feral Senses,XPHB,Ranger,XPHB,18,"[""Your connection to the forces of nature grants you {@sense Blindsight|XPHB} with a range of 30 feet.""]"
Epic Boon,XPHB,Ranger,XPHB,19,"[""You gain an {@filter Epic Boon feat|feats|category=EB} or another {@5etools feat|feats.html} of your choice for which you qualify. {@feat Boon of Dimensional Travel|XPHB} is recommended.""]"
Foe Slayer,XPHB,Ranger,XPHB,20,"[""The damage die of your Hunter's Mark is a {@damage d10} rather than a {@damage d6}.""]"
Eldritch Invocation Options,XPHB,Warlock,XPHB,1,"[""Eldritch Invocation options appear in alphabetical order."", {""type"": ""options"", ""count"": 1, ""entries"": [{""type"": ""refOptionalfeature"", ""optionalfeature"": ""Agonizing Blast|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Armor of Shadows|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Ascendant Step|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Devil's Sight|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Devouring Blade|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Eldritch Mind|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Eldritch Smite|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Eldritch Spear|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Fiendish Vigor|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Gaze of Two Minds|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Gift of the Depths|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Gift of the Protectors|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Investment of the Chain Master|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Lessons of the First Ones|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Lifedrinker|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Mask of Many Faces|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Master of Myriad Forms|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Misty Visions|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""One with Shadows|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Otherworldly Leap|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Pact of the Blade|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Pact of the Chain|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Pact of the Tome|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Repelling Blast|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Thirsting Blade|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Visions of Distant Realms|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Whispers of the Grave|XPHB"", ""preserve"": {""prerequisite"": true}}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Witch Sight|XPHB"", ""preserve"": {""prerequisite"": true}}]}]"
Eldritch Invocations,XPHB,Warlock,XPHB,1,"[""You have unearthed Eldritch Invocations, pieces of forbidden knowledge that imbue you with an abiding magical ability or other lessons. You gain one invocation of your choice, such as Pact of the Tome. Invocations are described in the \""{@filter Eldritch Invocation Options|optionalfeatures|feature type=EI|source=XPHB}\"" section later in this class's description."", {""type"": ""entries"", ""entries"": [{""type"": ""entries"", ""name"": ""Prerequisites"", ""entries"": [""If an invocation has a prerequisite, you must meet it to learn that invocation. For example, if an invocation requires you to be a level 5+ Warlock, you can select the invocation once you reach Warlock level 5.""]}, {""type"": ""entries"", ""name"": ""Replacing and Gaining Invocations"", ""entries"": [""Whenever you gain a Warlock level, you can replace one of your invocations with another one for which you qualify. You can't replace an invocation if it's a prerequisite for another invocation that you have.""]}]}, ""When you gain certain Warlock levels, you gain more invocations of your choice, as shown in the Invocations column of the Warlock Features table."", ""You can't pick the same invocation more than once unless its description says otherwise.""]"
Pact Magic,XPHB,Warlock,XPHB,1,"[""Through occult ceremony, you have formed a pact with a mysterious entity to gain magical powers. The entity is a voice in the shadows—its identity unclear—but its boon to you is concrete: the ability to cast spells. See {@book chapter 7|XPHB|7} for the rules on spellcasting. The information below details how you use those rules with Warlock spells, which appear in the {@filter Warlock spell list|spells|class=Warlock} later in the class's description."", {""type"": ""entries"", ""entries"": [{""type"": ""entries"", ""name"": ""Cantrips"", ""entries"": [""You know two Warlock cantrips of your choice. {@spell Eldritch Blast|XPHB} and {@spell Prestidigitation|XPHB} are recommended. Whenever you gain a Warlock level, you can replace one of your cantrips from this feature with another Warlock cantrip of your choice."", ""When you reach Warlock levels 4 and 10, you learn another Warlock cantrip of your choice, as shown in the Cantrips column of the Warlock Features table.""]}, {""type"": ""entries"", ""name"": ""Spell Slots"", ""entries"": [""The Warlock Features table shows how many spell slots you have to cast your Warlock spells of levels 1–5. The table also shows the level of those slots, all of which are the same level. You regain all expended Pact Magic spell slots when you finish a {@variantrule Short Rest|XPHB|Short} or {@variantrule Long Rest|XPHB}."", ""For example, when you're a level 5 Warlock, you have two level 3 spell slots. To cast the level 1 spell {@spell Witch Bolt|XPHB}, you must spend one of those slots, and you cast it as a level 3 spell.""]}, {""type"": ""entries"", ""name"": ""Prepared Spells of Level 1+"", ""entries"": [""You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two level 1 Warlock spells. {@spell Charm Person|XPHB} and {@spell Hex|XPHB} are recommended.""]}]}, ""The number of spells on your list increases as you gain Warlock levels, as shown in the Prepared Spells column of the Warlock Features table. Whenever that number increases, choose additional Warlock spells until the number of spells on your list matches the number in the table. The chosen spells must be of a level no higher than what's shown in the table's Slot Level column for your level. When you reach level 6, for example, you learn a new Warlock spell, which can be of levels 1–3."", ""If another Warlock feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Warlock spells for you."", {""type"": ""entries"", ""entries"": [{""type"": ""entries"", ""name"": ""Changing Your Prepared Spells"", ""entries"": [""Whenever you gain a Warlock level, you can replace one spell on your list with another Warlock spell of an eligible level.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Ability"", ""entries"": [""Charisma is the spellcasting ability for your Warlock spells.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Focus"", ""entries"": [""You can use an {@item Arcane Focus|XPHB} as a {@variantrule Spellcasting Focus|XPHB} for your Warlock spells.""]}]}]"
Magical Cunning,XPHB,Warlock,XPHB,2,"[""You can perform an esoteric rite for 1 minute. At the end of it, you regain expended Pact Magic spell slots but no more than a number equal to half your maximum (round up). Once you use this feature, you can't do so again until you finish a {@variantrule Long Rest|XPHB}.""]"
Warlock Subclass,XPHB,Warlock,XPHB,3,"[""You gain a Warlock subclass of your choice. A subclass is a specialization that grants you features at certain Warlock levels. For the rest of your career, you gain each of your subclass's features that are of your Warlock level or lower.""]"
Ability Score Improvement,XPHB,Warlock,XPHB,4,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify. You gain this feature again at Warlock levels 8, 12, and 16.""]"
Subclass Feature,XPHB,Warlock,XPHB,6,"[""You gain a feature from your Warlock subclass.""]"
Ability Score Improvement,XPHB,Warlock,XPHB,8,"[""You gain the {@feat Ability Score Improvement|XPHB} Feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Contact Patron,XPHB,Warlock,XPHB,9,"[""In the past, you usually contacted your patron through intermediaries. Now you can communicate directly; you always have the {@spell Contact Other Plane|XPHB} spell prepared. With this feature, you can cast the spell without expending a spell slot to contact your patron, and you automatically succeed on the spell's saving throw."", ""Once you cast the spell with this feature, you can't do so in this way again until you finish a {@variantrule Long Rest|XPHB}.""]"
Subclass Feature,XPHB,Warlock,XPHB,10,"[""You gain a feature from your Warlock subclass.""]"
Mystic Arcanum,XPHB,Warlock,XPHB,11,"[""Your patron grants you a magical secret called an arcanum. Choose one level 6 Warlock spell as this arcanum."", ""You can cast your arcanum spell once without expending a spell slot, and you must finish a {@variantrule Long Rest|XPHB} before you can cast it in this way again."", ""As shown in the Warlock Features table, you gain another Warlock spell of your choice that can be cast in this way when you reach Warlock levels 13 (level 7 spell), 15 (level 8 spell), and 17 (level 9 spell). You regain all uses of your Mystic Arcanum when you finish a {@variantrule Long Rest|XPHB}."", ""Whenever you gain a Warlock level, you can replace one of your arcanum spells with another Warlock spell of the same level.""]"
Ability Score Improvement,XPHB,Warlock,XPHB,12,"[""You gain the {@feat Ability Score Improvement|XPHB} Feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Mystic Arcanum,XPHB,Warlock,XPHB,13,"[""You gain a level 7 Warlock Spell of your choice.""]"
Subclass Feature,XPHB,Warlock,XPHB,14,"[""You gain a feature from your Warlock subclass.""]"
Mystic Arcanum,XPHB,Warlock,XPHB,15,"[""You gain a level 8 Warlock Spell of your choice.""]"
Ability Score Improvement,XPHB,Warlock,XPHB,16,"[""You gain the {@feat Ability Score Improvement|XPHB} Feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Mystic Arcanum,XPHB,Warlock,XPHB,17,"[""You gain a level 9 Warlock Spell of your choice.""]"
Epic Boon,XPHB,Warlock,XPHB,19,"[""You gain an {@filter Epic Boon feat|feats|category=EB} or another {@5etools feat|feats.html} of your choice for which you qualify. {@feat Boon of Fate|XPHB} is recommended.""]"
Eldritch Master,XPHB,Warlock,XPHB,20,"[""When you use your Magical Cunning feature, you regain all your expended Pact Magic spell slots.""]"
