Name,Source,Type,IsBaseItem,Rarity,Weight,Value,RequiresAttunement,Description,Property,Damage,DamageType,ArmorClass
"Horn of Valhalla, Silver",XDMG,INS|XPHB,False,rare,,,,"[""You can take a {@action Magic|XPHB} action to blow this horn. In response, warrior spirits from the plane of Ysgard appear in unoccupied spaces within 60 feet of you. Each spirit uses the {@creature Berserker|XMM} stat block and returns to Ysgard after 1 hour or when it drops to 0 {@variantrule Hit Points|XPHB}. The spirits look like living, breathing warriors, and they have {@variantrule Immunity|XPHB} to the {@condition Charmed|XPHB} and {@condition Frightened|XPHB} conditions. Once you use the horn, it can't be used again until 7 days have passed."", ""A silver horn summons 2 {@creature Berserker|XMM|Berserkers}. They are {@variantrule Friendly [Attitude]|XPHB|Friendly} to you and your allies and follow your commands.""]",,,,
Horseshoes of a Zephyr,XDMG,,False,very rare,,,,"[""These horseshoes come in a set of four. As a {@action Magic|XPHB} action, you can touch one of the horseshoes to the hoof of a horse or similar creature, whereupon the horseshoe affixes itself to the hoof. Removing a horseshoe also takes a {@action Magic|XPHB} action."", ""While all four shoes are affixed to the hooves of a horse or similar creature, they allow the creature to move normally while floating 4 inches above a surface. This effect means the creature can cross or stand above nonsolid or unstable surfaces, such as water or lava. The creature leaves no tracks and ignores {@variantrule Difficult Terrain|XPHB}. In addition, the creature can travel for up to 12 hours a day without gaining {@condition Exhaustion|XPHB} levels from extended travel.""]",,,,
Horseshoes of Speed,XDMG,,False,rare,,,,"[""These horseshoes come in a set of four. As a {@action Magic|XPHB} action, you can touch one of the horseshoes to the hoof of a horse or similar creature, whereupon the horseshoe affixes itself to the hoof. Removing a horseshoe also takes a {@action Magic|XPHB} action."", ""While all four horseshoes are attached to the same creature, its {@variantrule Speed|XPHB} is increased by 30 feet.""]",,,,
Hunting Trap,XPHB,G|XPHB,False,none,25,500,,"[""As a {@action Utilize|XPHB} action, you can set a Hunting Trap, which is a sawtooth steel ring that snaps shut when a creature steps on a pressure plate in the center. The trap is affixed by a heavy chain to an immobile object, such as a tree or a spike driven into the ground. A creature that steps on the plate must succeed on a {@dc 13} Dexterity saving throw or take {@damage 1d4} Piercing damage and have its {@variantrule Speed|XPHB} reduced to 0 until the start of its next turn. Thereafter, until the creature breaks free of the trap, its movement is limited by the length of the chain (typically 3 feet). A creature can use its action to make a {@dc 13} Strength ({@skill Athletics|XPHB}) check, freeing itself or another creature within its reach on a success. Each failed check deals 1 Piercing damage to the trapped creature.""]",,,,
Immovable Rod,XDMG,RD|XDMG,False,uncommon,2,,,"[""This iron rod has a button on one end. You can take a {@action Utilize|XPHB} action to press the button, which causes the rod to become magically fixed in place. Until you or another creature takes a {@action Utilize|XPHB} action to push the button again, the rod doesn't move, even if it defies gravity. The rod can hold up to 8,000 pounds of weight. More weight causes the rod to deactivate and fall. A creature can take a {@action Utilize|XPHB} action to make a {@dc 30} Strength ({@skill Athletics|XPHB}) check, moving the fixed rod up to 10 feet on a successful check.""]",,,,
Ink,XPHB,G|XPHB,False,none,,1000,,"[""Ink comes in a 1-ounce bottle, which provides enough ink to write about 500 pages.""]",,,,
Ink Pen,XPHB,G|XPHB,False,none,,2,,"[""Using {@item Ink|XPHB}, an Ink Pen is used to write or draw.""]",,,,
"Ioun Stone, Absorption",XDMG,,False,very rare,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""While this pale lavender ellipsoid orbits your head, you can take a {@variantrule Reaction|XPHB} to cancel a spell of level 4 or lower cast by a creature you can see. A canceled spell has no effect, and any resources used to cast it are wasted. Once the stone has canceled 20 levels of spells, it burns out, turns dull gray, and loses its magic.""]",,,,
"Ioun Stone, Agility",XDMG,,False,very rare,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""Your Dexterity increases by 2, to a maximum of 20, while this deep-red sphere orbits your head.""]",,,,
"Ioun Stone, Awareness",XDMG,,False,rare,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""While this dark-blue rhomboid orbits your head, you have {@variantrule Advantage|XPHB} on {@variantrule Initiative|XPHB} rolls and Wisdom ({@skill Perception|XPHB}) checks.""]",,,,
"Ioun Stone, Fortitude",XDMG,,False,very rare,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""Your Constitution increases by 2, to a maximum of 20, while this pink rhomboid orbits your head.""]",,,,
"Ioun Stone, Greater Absorption",XDMG,,False,legendary,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""While this marbled lavender and green ellipsoid orbits your head, you can take a {@variantrule Reaction|XPHB} to cancel a spell of level 8 or lower cast by a creature you can see. A canceled spell has no effect, and any resources used to cast it are wasted. Once the stone has canceled 20 levels of spells, it burns out, turns dull gray, and loses its magic.""]",,,,
"Ioun Stone, Insight",XDMG,,False,very rare,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""Your Wisdom increases by 2, to a maximum of 20, while this incandescent blue sphere orbits your head.""]",,,,
"Ioun Stone, Intellect",XDMG,,False,very rare,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""Your Intelligence increases by 2, to a maximum of 20, while this marbled scarlet and blue sphere orbits your head.""]",,,,
"Ioun Stone, Leadership",XDMG,,False,very rare,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""Your Charisma increases by 2, to a maximum of 20, while this marbled pink and green sphere orbits your head.""]",,,,
"Ioun Stone, Mastery",XDMG,,False,legendary,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""Your {@variantrule Proficiency|XPHB|Proficiency Bonus} increases by 1 while this pale green prism orbits your head.""]",,,,
"Ioun Stone, Protection",XDMG,,False,rare,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""You gain a +1 bonus to {@variantrule Armor Class|XPHB} while this dusty-rose prism orbits your head.""]",,,,
"Ioun Stone, Regeneration",XDMG,,False,legendary,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""You regain 15 {@variantrule Hit Points|XPHB} at the end of each hour this pearly white spindle orbits your head if you have at least 1 {@variantrule Hit Points|XPHB|Hit Point}.""]",,,,
"Ioun Stone, Reserve",XDMG,,False,rare,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""This vibrant purple prism stores spells cast into it, holding them until you use them. The stone can store up to 4 levels of spells at a time. When found, it contains {@dice 1d4} levels of stored spells chosen by the DM."", ""Any creature can cast a spell of level 1 through 4 into the stone by touching it as the spell is cast. The spell has no effect, other than to be stored in the stone. If the stone can't hold the spell, the spell is expended without effect. The level of the slot used to cast the spell determines how much space it uses."", ""While this stone orbits your head, you can cast any spell stored in it. The spell uses the slot level, spell save DC, spell attack bonus, and spellcasting ability of the original caster but is otherwise treated as if you cast the spell. The spell cast from the stone is no longer stored in it, freeing up space.""]",,,,
"Ioun Stone, Strength",XDMG,,False,very rare,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""Your Strength increases by 2, to a maximum of 20, while this pale blue rhomboid orbits your head.""]",,,,
"Ioun Stone, Sustenance",XDMG,,False,rare,,,true,"[""{#itemEntry Ioun Stone|XDMG}"", ""You don't need to eat or drink while this clear spindle orbits your head.""]",,,,
Iron,XDMG,TG|XDMG,False,none,1,10,,,,,,
Iron Bands of Bilarro,XDMG,,False,rare,1,,,"[""This rusty iron sphere measures 3 inches in diameter and weighs 1 pound. You can take a {@action Magic|XPHB} action to throw the sphere at a Huge or smaller creature you can see within 60 feet of yourself. As the sphere moves through the air, it opens into a tangle of metal bands."", ""Make a ranged attack roll with an attack bonus equal to your Dexterity modifier plus your {@variantrule Proficiency|XPHB|Proficiency Bonus}. On a hit, the target has the {@condition Restrained|XPHB} condition until you take a {@variantrule Bonus Action|XPHB} to issue a command that releases it. Doing so or missing with the attack causes the bands to contract and become a sphere once more."", ""A creature that can touch the bands, including the one {@condition Restrained|XPHB}, can take an action to make a {@dc 20} Strength ({@skill Athletics|XPHB}) check to break the iron bands. On a successful check, the item is destroyed, and the {@condition Restrained|XPHB} creature is freed. On a failed check, any further attempts made by that creature automatically fail until 24 hours have elapsed."", ""Once the bands are used, they can't be used again until the next dawn.""]",,,,
Iron Flask,XDMG,,False,legendary,,,,"[""While holding this brass-stoppered iron flask, you can take a {@action Magic|XPHB} action to target a creature that you can see within 60 feet of yourself. If the flask is empty and the target is native to a plane of existence other than the one you're on, the target must succeed on a {@dc 17} Wisdom saving throw or be trapped in the flask. If the target has been trapped by the flask before, it has {@variantrule Advantage|XPHB} on the save. Once trapped, a creature remains in the flask until released. The flask can hold only one creature at a time. A creature trapped in the flask doesn't age and doesn't need to breathe, eat, or drink."", ""You can take a {@action Magic|XPHB} action to remove the flask's stopper and release the creature in the flask. The creature then obeys your commands for 1 hour, understanding those commands even if it doesn't know the language in which the commands are given. If you issue no commands or give the creature a command that is likely to result in its death or imprisonment, it defends itself but otherwise takes no actions. At the end of the duration, the creature acts in accordance with its normal disposition and alignment."", ""An {@spell Identify|XPHB} spell reveals if the flask contains a creature, but the only way to determine the type of creature is to open the flask. A newly discovered Iron Flask might already contain a creature chosen by the DM or determined randomly by rolling on the following table (see the {@book Monster Manual|XMM} for the creature's stat block)."", {""type"": ""table"", ""colStyles"": [""col-2 text-center"", ""col-10""], ""colLabels"": [""1d100"", ""Contents""], ""rows"": [[""01-50"", ""No creature""], [""51"", ""{@creature Arcanaloth|XMM}""], [""52-54"", ""{@creature Bone Devil|XMM}""], [""55-56"", ""{@creature Cambion|XMM}""], [""57-58"", ""{@creature Dao|XMM}""], [""59"", ""{@creature Deva|XMM}""], [""60-61"", ""{@creature Djinni|XMM}""], [""62-63"", ""{@creature Efreeti|XMM}""], [""64-65"", ""{@creature Erinyes|XMM}""], [""66-67"", ""{@creature Fomorian|XMM}""], [""68"", ""{@creature Githyanki Knight|XMM}""], [""69"", ""{@creature Githzerai Zerth|XMM}""], [""70-71"", ""{@creature Glabrezu|XMM}""], [""72-74"", ""{@creature Hezrou|XMM}""], [""75"", ""{@creature Incubus|XMM}""], [""76-77"", ""{@creature Invisible Stalker|XMM}""], [""78-79"", ""{@creature Marid|XMM}""], [""80"", ""{@creature Marilith|XMM}""], [""81-82"", ""{@creature Mezzoloth|XMM}""], [""83-84"", ""{@creature Nalfeshnee|XMM}""], [""85-86"", ""{@creature Night Hag|XMM}""], [""87-88"", ""{@creature Nycaloth|XMM}""], [""89"", ""{@creature Planetar|XMM}""], [""90-91"", ""{@creature Red Slaad|XMM}""], [""92-93"", ""{@creature Salamander|XMM}""], [""94"", ""{@creature Solar|XMM}""], [""95"", ""{@creature Succubus|XMM}""], [""96"", ""{@creature Ultroloth|XMM}""], [""97-99"", ""{@creature Vrock|XMM}""], [""00"", ""{@creature Xorn|XMM}""]]}]",,,,
Iron Pot,XPHB,G|XPHB,False,none,10,200,,"[""An Iron Pot holds up to 1 gallon.""]",,,,
Iron Spike,XPHB,G|XPHB,False,none,0.5,10,,"[""Iron Spikes come in bundles of ten. As a {@action Utilize|XPHB} action, you can use a blunt object, such as a {@item Light Hammer|XPHB}, to hammer a spike into wood, earth, or a similar material. You can do so to jam a door shut or to then tie a {@item Rope|XPHB} or {@item Chain|XPHB} to the Spike.""]",,,,
Iron Spikes,XPHB,G|XPHB,False,none,5,100,,"[""Iron Spikes come in bundles of ten. As a {@action Utilize|XPHB} action, you can use a blunt object, such as a {@item Light Hammer|XPHB}, to hammer a spike into wood, earth, or a similar material. You can do so to jam a door shut or to then tie a {@item Rope|XPHB} or {@item Chain|XPHB} to the Spike.""]",,,,
Javelin of Lightning,XDMG,M|XPHB,False,uncommon,2,,,"[""Each time you make an attack roll with this magic weapon and hit, you can have it deal Lightning damage instead of Piercing damage."", {""type"": ""entries"", ""name"": ""Lightning Bolt"", ""entries"": [""When you throw this weapon at a target no farther than 120 feet from you, you can forgo making a ranged attack roll and instead turn the weapon into a bolt of lightning. This bolt forms a 5-foot-wide {@variantrule Line [Area of Effect]|XPHB|Line} between you and the target. The target and each other creature in the {@variantrule Line [Area of Effect]|XPHB|Line} (excluding you) makes a {@dc 13} Dexterity saving throw, taking {@damage 4d6} Lightning damage on a failed save or half as much damage on a successful one. Immediately after dealing this damage, the weapon reappears in your hand. This property can't be used again until the next dawn.""]}]","[""T|XPHB""]",1d6,P,
Jug,XPHB,G|XPHB,False,none,4,2,,"[""A Jug holds up to 1 gallon.""]",,,,
Keelboat,XPHB,SHP|XPHB,False,none,,300000,,,,,,
Keoghtom's Ointment,XDMG,,False,uncommon,,,,"[""This glass jar, 3 inches in diameter, contains {@dice 1d4 + 1} doses of a thick mixture that smells faintly of aloe. The jar and its contents weigh 1/2 pound."", ""As a {@action Utilize|XPHB} action, you can swallow one dose of the ointment or apply it to a creature within 5 feet of yourself. The creature that receives it regains {@dice 2d8 + 2} {@variantrule Hit Points|XPHB} and ceases to have the {@condition Poisoned|XPHB} condition.""]",,,,
Ladder,XPHB,G|XPHB,False,none,25,10,,"[""A Ladder is 10 feet tall. You must climb to move up or down it.""]",,,,
Lamp,XPHB,G|XPHB,False,none,1,50,,"[""A Lamp burns {@item Oil|XPHB} as fuel to cast {@variantrule Bright Light|XPHB} in a 15-foot radius and {@variantrule Dim Light|XPHB} for an additional 30 feet.""]",,,,
Lantern of Revealing,XDMG,,False,uncommon,,,,"[""While lit, this hooded lantern burns for 6 hours on 1 pint of oil, shedding {@variantrule Bright Light|XPHB} in a 30-foot radius and {@variantrule Dim Light|XPHB} for an additional 30 feet. {@condition Invisible|XPHB} creatures and objects are visible as long as they are in the lantern's {@variantrule Bright Light|XPHB}. You can take a {@action Utilize|XPHB} action to lower the hood, reducing the lantern's light to {@variantrule Dim Light|XPHB} in a 5-foot radius.""]",,,,
Linen (1 sq. yd.),XDMG,TG|XDMG,False,none,,500,,,,,,
Lock,XPHB,G|XPHB,False,none,1,1000,,"[""A Lock comes with a key. Without the key, a creature can use {@item Thieves' Tools|XPHB} to pick this Lock with a successful {@dc 15} Dexterity ({@skill Sleight of Hand|XPHB}) check.""]",,,,
Lolth's Sting,XDMG,G|XPHB,False,none,,20000,,"[""A creature subjected to Lolth's Sting must succeed on a {@dc 13} Constitution saving throw or have the {@condition Poisoned|XPHB} condition for 1 hour. If the creature fails the save by 5 or more, the creature also has the {@condition Unconscious|XPHB} condition while {@condition Poisoned|XPHB} in this way. The creature wakes up if it takes damage or if another creature takes an action to shake it awake.""]",,,,
Longship,XPHB,SHP|XPHB,False,none,,1000000,,,,,,
Mace of Disruption,XDMG,M|XPHB,False,rare,4,,true,"[""When you hit a Fiend or an Undead with this magic weapon, that creature takes an extra {@damage 2d6} Radiant damage. If the target has 25 {@variantrule Hit Points|XPHB} or fewer after taking this damage, it must succeed on a {@dc 15} Wisdom saving throw or be destroyed. On a successful save, the creature has the {@condition Frightened|XPHB} condition until the end of your next turn."", {""type"": ""entries"", ""name"": ""Light"", ""entries"": [""While you hold this weapon, it sheds {@variantrule Bright Light|XPHB} in a 20-foot radius and {@variantrule Dim Light|XPHB} for an additional 20 feet.""]}]",,1d6,B,
Mace of Smiting,XDMG,M|XPHB,False,rare,4,,,"[""You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon. The bonus increases to +3 when you use the weapon to attack a Construct."", ""When you roll a 20 on an attack roll made with this weapon, the target takes an extra 7 Bludgeoning damage, or 14 Bludgeoning damage if it's a Construct. If a Construct has 25 {@variantrule Hit Points|XPHB} or fewer after taking this damage, it is destroyed.""]",,1d6,B,
Mace of Terror,XDMG,M|XPHB,False,rare,4,,true,"[""This magic weapon has 3 charges and regains {@dice 1d3} expended charges daily at dawn. While holding the weapon, you can take a {@action Magic|XPHB} action and expend 1 charge to release a wave of terror from it. Each creature of your choice within 30 feet of you must succeed on a {@dc 15} Wisdom saving throw or have the {@condition Frightened|XPHB} condition for 1 minute. While {@condition Frightened|XPHB} in this way, a creature must spend its turns trying to move as far away from you as it can, and it can't make {@action Opportunity Attack|XPHB|Opportunity Attacks}. For its action, it can use only the {@action Dash|XPHB} action or try to escape from an effect that prevents it from moving. If it has nowhere it can move, the creature can take the {@action Dodge|XPHB} action. At the end of each of its turns, a creature repeats the save, ending the effect on itself on a success.""]",,1d6,B,
Magnifying Glass,XPHB,G|XPHB,False,none,,10000,,"[""A Magnifying Glass grants {@variantrule Advantage|XPHB} on any ability check made to appraise or inspect a highly detailed item. Lighting a fire with a Magnifying Glass requires light as bright as sunlight to focus, tinder to ignite, and about 5 minutes for the fire to ignite.""]",,,,
Malice,XDMG,G|XPHB,False,none,,25000,,"[""A creature subjected to Malice must succeed on a {@dc 15} Constitution saving throw or have the {@condition Poisoned|XPHB} condition for 1 hour. The creature also has the {@condition Blinded|XPHB} condition while {@condition Poisoned|XPHB} in this way.""]",,,,
Manacles,XPHB,G|XPHB,False,none,6,200,,"[""As a {@action Utilize|XPHB} action, you can use Manacles to bind an unwilling Small or Medium creature within 5 feet of yourself that has the {@condition Grappled|XPHB}, {@condition Incapacitated|XPHB}, or {@condition Restrained|XPHB} condition if you succeed on a {@dc 13} Dexterity ({@skill Sleight of Hand|XPHB}) check. While bound, a creature has {@variantrule Disadvantage|XPHB} on attack rolls, and the creature is {@condition Restrained|XPHB} if the Manacles are attached to a chain or hook that is fixed in place. Escaping the Manacles requires a successful {@dc 20} Dexterity ({@skill Sleight of Hand|XPHB}) check as an action. Bursting them requires a successful {@dc 25} Strength ({@skill Athletics|XPHB}) check as an action."", ""Each set of Manacles comes with a key. Without the key, a creature can use {@item Thieves' Tools|XPHB} to pick the Manacles' lock with a successful {@dc 15} Dexterity ({@skill Sleight of Hand|XPHB}) check.""]",,,,
Mantle of Spell Resistance,XDMG,,False,rare,,,true,"[""You have {@variantrule Advantage|XPHB} on saving throws against spells while you wear this cloak.""]",,,,
Manual of Bodily Health,XDMG,,False,very rare,5,,,"[""This book contains health and diet tips, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Constitution increases by 2, to a maximum of 30. The manual then loses its magic, but regains it in a century.""]",,,,
Manual of Clay Golems,XDMG,,False,very rare,5,,,"[""This tome contains information and incantations necessary to make a {@creature clay golem|XMM}. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a {@i manual of golems} and attempts to read it takes {@damage 6d6} psychic damage."", ""To create a clay golem, you must spend 30 days, working without interruption with the manual at hand and resting no more than 8 hours per day. You must also pay 65,000 gp to purchase supplies."", ""Once you finish creating the golem, the book is consumed in eldritch flames. The golem becomes animate when the ashes of the manual are sprinkled on it. It is under your control, and it understands and obeys your spoken commands.""]",,,,
Manual of Flesh Golems,XDMG,,False,very rare,5,,,"[""This tome contains information and incantations necessary to make a {@creature flesh golem|XMM}. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a {@i manual of golems} and attempts to read it takes {@damage 6d6} psychic damage."", ""To create a flesh golem, you must spend 60 days, working without interruption with the manual at hand and resting no more than 8 hours per day. You must also pay 50,000 gp to purchase supplies."", ""Once you finish creating the golem, the book is consumed in eldritch flames. The golem becomes animate when the ashes of the manual are sprinkled on it. It is under your control, and it understands and obeys your spoken commands.""]",,,,
Manual of Gainful Exercise,XDMG,,False,very rare,5,,,"[""This book describes fitness exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Strength increases by 2, to a maximum of 30. The manual then loses its magic, but regains it in a century.""]",,,,
Manual of Iron Golems,XDMG,,False,very rare,5,,,"[""This tome contains information and incantations necessary to make a {@creature iron golem|XMM}. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a {@i manual of golems} and attempts to read it takes {@damage 6d6} psychic damage."", ""To create an iron golem, you must spend 120 days, working without interruption with the manual at hand and resting no more than 8 hours per day. You must also pay 100,000 gp to purchase supplies."", ""Once you finish creating the golem, the book is consumed in eldritch flames. The golem becomes animate when the ashes of the manual are sprinkled on it. It is under your control, and it understands and obeys your spoken commands.""]",,,,
Manual of Quickness of Action,XDMG,,False,very rare,5,,,"[""This book contains coordination and balance exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Dexterity increases by 2, to a maximum of 30. The manual then loses its magic, but regains it in a century.""]",,,,
Manual of Stone Golems,XDMG,,False,very rare,5,,,"[""This tome contains information and incantations necessary to make a {@creature stone golem|XMM}. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a {@i manual of golems} and attempts to read it takes {@damage 6d6} psychic damage."", ""To create a stone golem, you must spend 90 days, working without interruption with the manual at hand and resting no more than 8 hours per day. You must also pay 80,000 gp to purchase supplies."", ""Once you finish creating the golem, the book is consumed in eldritch flames. The golem becomes animate when the ashes of the manual are sprinkled on it. It is under your control, and it understands and obeys your spoken commands.""]",,,,
Map or Scroll Case,XPHB,G|XPHB,False,none,1,100,,"[""A {@item Map or Scroll Case|XPHB} holds up to 10 sheets of paper or 5 sheets of parchment.""]",,,,
Mastiff,XPHB,MNT|XPHB,False,none,,2500,,,,,,
Medallion of Thoughts,XDMG,,False,uncommon,1,,true,"[""The medallion has 5 charges. While wearing it, you can expend 1 charge to cast {@spell Detect Thoughts|XPHB} (save {@dc 13}) from it. The medallion regains {@dice 1d4} expended charges daily at dawn.""]",,,,
Midnight Tears,XDMG,G|XPHB,False,none,,150000,,"[""A creature that ingests Midnight Tears suffers no effect until the stroke of midnight. Any effect that ends the {@condition Poisoned|XPHB} condition neutralizes this poison. If the poison hasn't been neutralized before midnight, the creature makes a {@dc 17} Constitution saving throw, taking 31 ({@damage 9d6}) Poison damage on a failed save or half as much damage on a successful one.""]",,,,
Military Saddle,XPHB,TAH|XPHB,False,none,30,2000,,"[""A saddle comes with a bit, a bridle, reins, and any other equipment needed to use the saddle. A Military Saddle gives {@variantrule Advantage|XPHB} on any ability check you make to remain mounted.""]",,,,
Mirror,XPHB,G|XPHB,False,none,0.5,500,,"[""A handheld steel Mirror is useful for personal cosmetics but also for peeking around corners and reflecting light as a signal.""]",,,,
Mirror of Life Trapping,XDMG,,False,very rare,50,,,"[""When this 4-foot-tall, 2-foot-wide mirror is viewed indirectly, its surface shows faint images of creatures. The mirror weighs 50 pounds, and it has AC 11, HP 10, {@variantrule Immunity|XPHB} to Poison and Psychic damage, and {@variantrule Vulnerability|XPHB} to Bludgeoning damage. It shatters and is destroyed when reduced to 0 {@variantrule Hit Points|XPHB}."", ""If the mirror is hanging on a vertical surface and you are within 5 feet of it, you can take a {@action Magic|XPHB} action and use a command word to activate it. It remains activated until you take a {@action Magic|XPHB} action and repeat the command word to deactivate it."", ""Any creature other than you that sees its reflection in the activated mirror while within 30 feet of the mirror must succeed on a {@dc 15} Charisma saving throw or be trapped, along with anything it is wearing or carrying, in one of the mirror's twelve extradimensional cells. A creature that knows the mirror's nature makes the save with {@variantrule Advantage|XPHB}, and Constructs succeed on the save automatically."", ""An extradimensional cell is an infinite expanse filled with thick fog that reduces visibility to 10 feet. Creatures trapped in the mirror's cells don't age, and they don't need to eat, drink, or sleep. A creature trapped within a cell can escape using magic that permits planar travel. Otherwise, the creature is confined to the cell until freed."", ""If the mirror traps a creature but its twelve extradimensional cells are already occupied, the mirror frees one trapped creature at random to accommodate the new prisoner. A freed creature appears in an unoccupied space within sight of the mirror but facing away from it. If the mirror is shattered, all creatures it contains are freed and appear in unoccupied spaces near it."", ""While within 5 feet of the mirror, you can take a {@action Magic|XPHB} action to name one creature trapped in it or call out a particular cell by number. The creature named or contained in the named cell appears as an image on the mirror's surface. You and the creature can then communicate."", ""In a similar way, you can take a {@action Magic|XPHB} action and use a second command word to free one creature trapped in the mirror. The freed creature appears, along with its possessions, in the unoccupied space nearest to the mirror and facing away from it."", ""Placing the mirror inside an extradimensional space created by a {@item Bag of Holding|XDMG}, Portable Hole, or similar item instantly destroys both items and opens a gate to the Astral Plane. The gate originates where the one item was placed inside the other. Any creature within 10 feet of the gate and not behind {@variantrule Cover|XPHB|Total Cover} is sucked through it to a random location on the Astral Plane. The gate then closes. The gate is one-way only and can't be reopened.""]",,,,
Mule,XPHB,MNT|XPHB,False,none,,800,,,,,,
Navigator's Tools,XPHB,T|XPHB,False,none,2,2500,,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Wisdom""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Plot a course ({@dc 10}), or determine position by stargazing ({@dc 15})""]}]}]",,,,
Necklace of Adaptation,XDMG,,False,uncommon,1,,true,"[""While wearing this necklace, you can breathe normally in any environment, and you have {@variantrule Advantage|XPHB} on saving throws made to avoid or end the {@condition Poisoned|XPHB} condition.""]",,,,
Necklace of Fireballs,XDMG,,False,rare,1,,,"[""This necklace has {@dice 1d6 + 3} beads hanging from it. You can take a {@action Magic|XPHB} action to detach a bead and throw it up to 60 feet away. When it reaches the end of its trajectory, the bead detonates as a level 3 {@spell Fireball|XPHB} (save {@dc 15})."", ""You can hurl multiple beads, or even the whole necklace, at one time. When you do so, increase the damage of the Fireball by {@damage 1d6} for each bead after the first (maximum {@dice 12d6}).""]",,,,
Necklace of Prayer Beads,XDMG,,False,rare,1,,"by a cleric, druid, or paladin","[""This necklace has {@dice 1d4 + 2} magic beads made from aquamarine, black pearl, or topaz. It also has many nonmagical beads made from stones such as amber, bloodstone, citrine, coral, jade, pearl, or quartz. If a magic bead is removed from the necklace, that bead loses its magic."", ""Six types of magic beads exist. The DM decides the type of each bead on the necklace or determines it randomly by rolling on the table below. A necklace can have more than one bead of the same type. To use one, you must be wearing the necklace. Each bead contains a spell that you can cast from it as a {@variantrule Bonus Action|XPHB} (using your spell save DC if a save is necessary). Once a magic bead's spell is cast, that bead can't be used again until the next dawn."", {""type"": ""table"", ""colStyles"": [""col-2 text-center"", ""col-5"", ""col-5""], ""colLabels"": [""1d20"", ""Bead"", ""Spell""], ""rows"": [[""1-6"", ""Bead of Blessing"", ""{@spell Bless|XPHB}""], [""7-12"", ""Bead of Curing"", ""{@spell Cure Wounds|XPHB} (level 2 version)""], [""13-16"", ""Bead of Favor"", ""{@spell Greater Restoration|XPHB}""], [""17-18"", ""Bead of Smiting"", ""{@spell Shining Smite|XPHB}""], [""19"", ""Bead of Summons"", ""{@spell Guardian of Faith|XPHB}""], [""20"", ""Bead of Wind Walking"", ""{@spell Wind Walk|XPHB}""]]}]",,,,
Net,XPHB,G|XPHB,False,none,3,100,,"[""When you take the {@action Attack|XPHB} action, you can replace one of your attacks with throwing a Net. Target a creature you can see within 15 feet of yourself. The target must succeed on a Dexterity saving throw ({@dc 8} plus your Dexterity modifier and {@variantrule Proficiency|XPHB|Proficiency Bonus}) or have the {@condition Restrained|XPHB} condition until it escapes. The target succeeds automatically if it is Huge or larger."", ""To escape, the target or a creature within 5 feet of it must take an action to make a {@dc 10} Strength ({@skill Athletics|XPHB}) check, freeing the {@condition Restrained|XPHB} creature on a success. Destroying the Net (AC 10; 5 HP; {@variantrule Immunity|XPHB} to Bludgeoning, Poison, and Psychic damage) also frees the target, ending the effect.""]",,,,
