Name,Source,ClassName,ClassSource,Level,Description
Fighting Style,PHB,Ranger,PHB,2,"[""At 2nd level, you adopt a particular style of fighting as your specialty. Choose one of the following options. You can't take a Fighting Style option more than once, even if you later get to choose again."", {""type"": ""options"", ""count"": 1, ""entries"": [{""type"": ""refOptionalfeature"", ""optionalfeature"": ""Archery""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Defense""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Dueling""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Two-Weapon Fighting""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Blind Fighting|TCE""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Druidic Warrior|TCE""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Thrown Weapon Fighting|TCE""}]}]"
Spellcasting,PHB,Ranger,PHB,2,"[""By the time you reach 2nd level, you have learned to use the magical essence of nature to cast spells, much as a druid does. See {@book chapter 10|PHB|10} for the general rules of spellcasting and {@book chapter 11|PHB|11} for the {@filter ranger spell list|spells|class=ranger}."", {""type"": ""entries"", ""name"": ""Spell Slots"", ""entries"": [""The Ranger table shows how many spell slots you have to cast your {@filter ranger spells|spells|class=ranger} of 1st level and higher. To cast one of these spells, you must expend a slot of the spell's level or higher. You regain all expended spell slots when you finish a long rest."", ""For example, if you know the 1st-level spell {@spell animal friendship} and have a 1st-level and a 2nd-level spell slot available, you can cast {@spell animal friendship} using either slot.""]}, {""type"": ""entries"", ""name"": ""Spells Known of 1st Level and Higher"", ""entries"": [""You know two 1st-level spells of your choice from the ranger spell list."", ""The Spells Known column of the Ranger table shows when you learn more ranger spells of your choice. Each of these spells must be of a level for which you have spell slots. For instance, when you reach 5th level in this class, you can learn one new spell of 1st or 2nd level."", ""Additionally, when you gain a level in this class, you can choose one of the ranger spells you know and replace it with another spell from the ranger spell list, which also must be of a level for which you have spell slots.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Ability"", ""entries"": [""Wisdom is your spellcasting ability for your ranger spells, since your magic draws on your attunement to nature. You use your Wisdom whenever a spell refers to your spellcasting ability. In addition, you use your Wisdom modifier when setting the saving throw DC for a ranger spell you cast and when making an attack roll with one."", {""type"": ""abilityDc"", ""name"": ""Spell"", ""attributes"": [""wis""]}, {""type"": ""abilityAttackMod"", ""name"": ""Spell"", ""attributes"": [""wis""]}]}]"
Primeval Awareness,PHB,Ranger,PHB,3,"[""Beginning at 3rd level, you can use your action and expend one ranger spell slot to focus your awareness on the region around you. For 1 minute per level of the spell slot you expend, you can sense whether the following types of creatures are present within 1 mile of you (or within up to 6 miles if you are in your favored terrain): aberrations, celestials, dragons, elementals, fey, fiends, and undead. This feature doesn't reveal the creatures' location or number.""]"
Ranger Archetype,PHB,Ranger,PHB,3,"[""At 3rd level, you choose an archetype that you strive to emulate from the list of available archetypes. Your choice grants features at 3rd level, and again at 7th, 11th, and 15th level.""]"
Ability Score Improvement,PHB,Ranger,PHB,4,"[""When you reach 4th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Extra Attack,PHB,Ranger,PHB,5,"[""Beginning at 5th level, you can attack twice, instead of once, whenever you take the {@action Attack} action on your turn.""]"
Favored Enemy and Natural Explorer improvements,PHB,Ranger,PHB,6,"[""At 6th level, you gain an additional favored terrain."", ""At 6th level, you choose one additional favored enemy, as well as an associated language. Your choice should reflect the types of monsters you have encountered on your adventures.""]"
Ranger Archetype feature,PHB,Ranger,PHB,7,"[""At 7th level, you gain a feature granted to you by your Ranger Archetype.""]"
Ability Score Improvement,PHB,Ranger,PHB,8,"[""When you reach 8th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Land's Stride,PHB,Ranger,PHB,8,"[""Starting at 8th level, moving through nonmagical {@quickref difficult terrain||3} costs you no extra movement. You can also pass through nonmagical plants without being slowed by them and without taking damage from them if they have thorns, spines, or a similar hazard."", ""In addition, you have advantage on saving throws against plants that are magically created or manipulated to impede movement, such as those created by the {@spell entangle} spell.""]"
Hide in Plain Sight,PHB,Ranger,PHB,10,"[""Starting at 10th level, you can spend 1 minute creating camouflage for yourself. You must have access to fresh mud, dirt, plants, soot, and other naturally occurring materials with which to create your camouflage."", ""Once you are camouflaged in this way, you can try to hide by pressing yourself up against a solid surface, such as a tree or wall, that is at least as tall and wide as you are. You gain a +10 bonus to Dexterity ({@skill Stealth}) checks as long as you remain there without moving or taking actions. Once you move or take an action or a reaction, you must camouflage yourself again to gain this benefit.""]"
Natural Explorer improvement,PHB,Ranger,PHB,10,"[""You gain an additional favored terrain.""]"
Ranger Archetype feature,PHB,Ranger,PHB,11,"[""At 11th level, you gain a feature granted to you by your Ranger Archetype.""]"
Ability Score Improvement,PHB,Ranger,PHB,12,"[""When you reach 12th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Favored Enemy improvement,PHB,Ranger,PHB,14,"[""At 14th level, you choose one additional favored enemy, as well as an associated language. Your choice should reflect the types of monsters you have encountered on your adventures.""]"
Vanish,PHB,Ranger,PHB,14,"[""Starting at 14th level, you can use the {@action Hide} action as a bonus action on your turn. Also, you can't be tracked by nonmagical means, unless you choose to leave a trail.""]"
Ranger Archetype feature,PHB,Ranger,PHB,15,"[""At 15th level, you gain a feature granted to you by your Ranger Archetype.""]"
Ability Score Improvement,PHB,Ranger,PHB,16,"[""When you reach 16th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Feral Senses,PHB,Ranger,PHB,18,"[""At 18th level, you gain preternatural senses that help you fight creatures you can't see. When you attack a creature you can't see, your inability to see it doesn't impose disadvantage on your attack rolls against it. You are also aware of the location of any {@condition invisible} creature within 30 feet of you, provided that the creature isn't hidden from you and you aren't {@condition blinded} or {@condition deafened}.""]"
Ability Score Improvement,PHB,Ranger,PHB,19,"[""When you reach 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Foe Slayer,PHB,Ranger,PHB,20,"[""At 20th level, you become an unparalleled hunter of your enemies. Once on each of your turns, you can add your Wisdom modifier to the attack roll or the damage roll of an attack you make against one of your favored enemies. You can choose to use this feature before or after the roll, but before any effects of the roll are applied.""]"
Otherworldly Patron,PHB,Warlock,PHB,1,"[""At 1st level, you have struck a bargain with an otherworldly being chosen from the list of available patrons. Your choice grants you features at 1st level and again at 6th, 10th, and 14th level.""]"
Pact Magic,PHB,Warlock,PHB,1,"[""Your arcane research and the magic bestowed on you by your patron have given you facility with spells. See {@book chapter 10|PHB|10} for the general rules of spellcasting and {@book chapter 11|PHB|11} for the {@filter warlock spell list|spells|class=warlock}."", {""type"": ""entries"", ""name"": ""Cantrips"", ""entries"": [""You know two cantrips of your choice from the warlock spell list. You learn additional warlock cantrips of your choice at higher levels, as shown in the Cantrips Known column of the Warlock table.""]}, {""type"": ""entries"", ""name"": ""Spell Slots"", ""entries"": [""The Warlock table shows how many spell slots you have to cast your {@filter warlock spells|spells|class=warlock} of 1st through 5th level. The table also shows what the level of those slots is; all of your spell slots are the same level. To cast one of your warlock spells of 1st level or higher, you must expend a spell slot. You regain all expended spell slots when you finish a short or long rest."", ""For example, when you are 5th level, you have two 3rd-level spell slots. To cast the 1st-level spell {@spell witch bolt}, you must spend one of those slots, and you cast it as a 3rd-level spell.""]}, {""type"": ""entries"", ""name"": ""Spells Known of 1st Level and Higher"", ""entries"": [""At 1st level, you know two 1st-level spells of your choice from the warlock spell list."", ""The Spells Known column of the Warlock table shows when you learn more warlock spells of your choice of 1st level and higher. A spell you choose must be of a level no higher than what's shown in the table's Slot Level column for your level. When you reach 6th level, for example, you learn a new warlock spell, which can be 1st, 2nd, or 3rd level."", ""Additionally, when you gain a level in this class, you can choose one of the warlock spells you know and replace it with another spell from the warlock spell list, which also must be of a level for which you have spell slots.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Ability"", ""entries"": [""Charisma is your spellcasting ability for your warlock spells, so you use your Charisma whenever a spell refers to your spellcasting ability. In addition, you use your Charisma modifier when setting the saving throw DC for a warlock spell you cast and when making an attack roll with one."", {""type"": ""abilityDc"", ""name"": ""Spell"", ""attributes"": [""cha""]}, {""type"": ""abilityAttackMod"", ""name"": ""Spell"", ""attributes"": [""cha""]}]}, {""type"": ""entries"", ""name"": ""Spellcasting Focus"", ""entries"": [""You can use an {@item arcane focus|phb} as a spellcasting focus for your warlock spells.""]}]"
Eldritch Invocations,PHB,Warlock,PHB,2,"[""In your study of occult lore, you have unearthed eldritch invocations, fragments of forbidden knowledge that imbue you with an abiding magical ability."", ""At 2nd level, you gain two eldritch invocations of your choice. A list of the available options can be found on the {@filter Optional Features|optionalfeatures|Feature Type=EI} page. When you gain certain warlock levels, you gain additional invocations of your choice, as shown in the Invocations Known column of the Warlock table."", ""Additionally, when you gain a level in this class, you can choose one of the invocations you know and replace it with another invocation that you could learn at that level."", ""If an eldritch invocation has prerequisites, you must meet them to learn it. You can learn the invocation at the same time that you meet its prerequisites. A level prerequisite refers to your level in this class.""]"
Pact Boon,PHB,Warlock,PHB,3,"[""At 3rd level, your otherworldly patron bestows a gift upon you for your loyal service. You gain one of the following features of your choice."", {""type"": ""options"", ""count"": 1, ""entries"": [{""type"": ""refOptionalfeature"", ""optionalfeature"": ""Pact of the Chain""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Pact of the Blade""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Pact of the Tome""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Pact of the Talisman|TCE""}]}]"
Ability Score Improvement,PHB,Warlock,PHB,4,"[""When you reach 4th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Otherworldly Patron feature,PHB,Warlock,PHB,6,"[""At 6th level, you gain a feature granted by your Otherworldly Patron.""]"
Ability Score Improvement,PHB,Warlock,PHB,8,"[""When you reach 8th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Otherworldly Patron feature,PHB,Warlock,PHB,10,"[""At 10th level, you gain a feature granted by your Otherworldly Patron.""]"
Mystic Arcanum (6th level),PHB,Warlock,PHB,11,"[""At 11th level, your patron bestows upon you a magical secret called an arcanum. Choose one {@filter 6th-level spell from the warlock spell list|spells|level=6|class=Warlock} as this arcanum."", ""You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again."", ""At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th-level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.""]"
Ability Score Improvement,PHB,Warlock,PHB,12,"[""When you reach 12th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Mystic Arcanum (7th level),PHB,Warlock,PHB,13,"[""At 13th level, your patron bestows upon you a magical secret called an arcanum. Choose one {@filter 7th-level spell from the warlock spell list|spells|level=7|class=Warlock} as this arcanum."", ""You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again.""]"
Otherworldly Patron feature,PHB,Warlock,PHB,14,"[""At 14th level, you gain a feature granted by your Otherworldly Patron.""]"
Mystic Arcanum (8th level),PHB,Warlock,PHB,15,"[""At 15th level, your patron bestows upon you a magical secret called an arcanum. Choose one {@filter 8th-level spell from the warlock spell list|spells|level=8|class=Warlock} as this arcanum."", ""You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again.""]"
Ability Score Improvement,PHB,Warlock,PHB,16,"[""When you reach 16th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Mystic Arcanum (9th level),PHB,Warlock,PHB,17,"[""At 17th level, your patron bestows upon you a magical secret called an arcanum. Choose one {@filter 9th-level spell from the warlock spell list|spells|level=9|class=Warlock} as this arcanum."", ""You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again.""]"
Ability Score Improvement,PHB,Warlock,PHB,19,"[""When you reach 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Eldritch Master,PHB,Warlock,PHB,20,"[""At 20th level, you can draw on your inner reserve of mystical power while entreating your patron to regain expended spell slots. You can spend 1 minute entreating your patron for aid to regain all your expended spell slots from your Pact Magic feature. Once you regain spell slots with this feature, you must finish a long rest before you can do so again.""]"
Divine Sense,PHB,Paladin,PHB,1,"[""The presence of strong evil registers on your senses like a noxious odor, and powerful good rings like heavenly music in your ears. As an action, you can open your awareness to detect such forces. Until the end of your next turn, you know the location of any celestial, fiend, or undead within 60 feet of you that is not behind {@quickref Cover||3||total cover}. You know the type (celestial, fiend, or undead) of any being whose presence you sense, but not its identity (the vampire Count Strahd von Zarovich, for instance). Within the same radius, you also detect the presence of any place or object that has been consecrated or desecrated, as with the {@spell hallow} spell."", ""You can use this feature a number of times equal to 1 + your Charisma modifier. When you finish a long rest, you regain all expended uses.""]"
Lay on Hands,PHB,Paladin,PHB,1,"[""Your blessed touch can heal wounds. You have a pool of healing power that replenishes when you take a long rest. With that pool, you can restore a total number of hit points equal to your paladin level × 5."", ""As an action, you can touch a creature and draw power from the pool to restore a number of hit points to that creature, up to the maximum amount remaining in your pool."", ""Alternatively, you can expend 5 hit points from your pool of healing to cure the target of one disease or neutralize one poison affecting it. You can cure multiple diseases and neutralize multiple poisons with a single use of Lay on Hands, expending hit points separately for each one."", ""This feature has no effect on undead and constructs.""]"
Divine Smite,PHB,Paladin,PHB,2,"[""Starting at 2nd level, when you hit a creature with a melee weapon attack, you can expend one spell slot to deal radiant damage to the target, in addition to the weapon's damage. The extra damage is {@damage 2d8} for a 1st-level spell slot, plus {@damage 1d8} for each spell level higher than 1st, to a maximum of {@damage 5d8}. The damage increases by {@damage 1d8} if the target is an undead or a fiend, to a maximum of {@damage 6d8}.""]"
Fighting Style,PHB,Paladin,PHB,2,"[""At 2nd level, you adopt a particular style of fighting as your specialty. Choose one of the following options. You can't take the same Fighting Style option more than once, even if you get to choose again."", {""type"": ""options"", ""count"": 1, ""entries"": [{""type"": ""refOptionalfeature"", ""optionalfeature"": ""Defense""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Dueling""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Great Weapon Fighting""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Protection""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Blessed Warrior|TCE""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Blind Fighting|TCE""}, {""type"": ""refOptionalfeature"", ""optionalfeature"": ""Interception|TCE""}]}]"
Spellcasting,PHB,Paladin,PHB,2,"[""By 2nd level, you have learned to draw on divine magic through meditation and prayer to cast spells as a cleric does. See {@book chapter 10|PHB|10} for the general rules of spellcasting and {@book chapter 11|PHB|11} for the {@filter paladin spell list|spells|class=paladin}."", {""type"": ""entries"", ""name"": ""Preparing and Casting Spells"", ""entries"": [""The Paladin table shows how many spell slots you have to cast your {@filter paladin spells|spells|class=paladin}. To cast one of your paladin spells of 1st level or higher, you must expend a slot of the spell's level or higher. You regain all expended spell slots when you finish a long rest."", ""You prepare the list of paladin spells that are available for you to cast, choosing from the paladin spell list. When you do so, choose a number of paladin spells equal to your Charisma modifier + half your paladin level, rounded down (minimum of one spell). The spells must be of a level for which you have spell slots."", ""For example, if you are a 5th-level paladin, you have four 1st-level and two 2nd-level spell slots. With a Charisma of 14, your list of prepared spells can include four spells of 1st or 2nd-level, in any combination. If you prepare the 1st-level spell {@spell cure wounds}, you can cast it using a 1st-level or a 2nd-level slot. Casting the spell doesn't remove it from your list of prepared spells."", ""You can change your list of prepared spells when you finish a long rest. Preparing a new list of paladin spells requires time spent in prayer and meditation: at least 1 minute per spell level for each spell on your list.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Ability"", ""entries"": [""Charisma is your spellcasting ability for your paladin spells, since their power derives from the strength of your convictions. You use your Charisma whenever a spell refers to your spellcasting ability. In addition, you use your Charisma modifier when setting the saving throw DC for a paladin spell you cast and when making an attack roll with one."", {""type"": ""abilityDc"", ""name"": ""Spell"", ""attributes"": [""cha""]}, {""type"": ""abilityAttackMod"", ""name"": ""Spell"", ""attributes"": [""cha""]}]}, {""type"": ""entries"", ""name"": ""Spellcasting Focus"", ""entries"": [""You can use a {@item holy symbol|phb} as a spellcasting focus for your paladin spells.""]}]"
Channel Divinity,PHB,Paladin,PHB,3,"[""Your oath allows you to channel divine energy to fuel magical effects. Each Channel Divinity option provided by your oath explains how to use it."", ""When you use your Channel Divinity, you choose which option to use. You must then finish a short or long rest to use your Channel Divinity again."", ""Some Channel Divinity effects require saving throws. When you use such an effect from this class, the DC equals your paladin spell save DC.""]"
Divine Health,PHB,Paladin,PHB,3,"[""By 3rd level, the divine magic flowing through you makes you immune to disease.""]"
Sacred Oath,PHB,Paladin,PHB,3,"[""When you reach 3rd level, you swear the oath that binds you as a paladin forever. Up to this time you have been in a preparatory stage, committed to the path but not yet sworn to it. Now you choose from the list of available oaths."", ""Your choice grants you features at 3rd level and again at 7th, 15th, and 20th level. Those features include oath spells and the Channel Divinity feature."", {""name"": ""Oath Spells"", ""type"": ""entries"", ""entries"": [""Each oath has a list of associated spells. You gain access to these spells at the levels specified in the oath description. Once you gain access to an oath spell, you always have it prepared. Oath spells don't count against the number of spells you can prepare each day."", ""If you gain an oath spell that doesn't appear on the paladin spell list, the spell is nonetheless a paladin spell for you.""]}, {""type"": ""refClassFeature"", ""classFeature"": ""Channel Divinity|Paladin||3""}, {""type"": ""refClassFeature"", ""classFeature"": ""Channel Divinity: Harness Divine Power|Paladin||3|TCE""}, {""name"": ""Breaking Your Oath"", ""type"": ""inset"", ""entries"": [""A paladin tries to hold to the highest standards of conduct, but even the most virtuous paladin is fallible. Sometimes the right path proves too demanding, sometimes a situation calls for the lesser of two evils, and sometimes the heat of emotion causes a paladin to transgress his or her oath."", ""A paladin who has broken a vow typically seeks absolution from a cleric who shares his or her faith or from another paladin of the same order. The paladin might spend an all-night vigil in prayer as a sign of penitence, or undertake a fast or similar act of self-denial. After a rite of confession and forgiveness, the paladin starts fresh."", ""If a paladin willfully violates his or her oath and shows no sign of repentance, the consequences can be more serious. At the DM's discretion, an impenitent paladin might be forced to abandon this class and adopt another, or perhaps to take the Oathbreaker paladin option that appears in the Dungeon Master's Guide.""]}]"
Ability Score Improvement,PHB,Paladin,PHB,4,"[""When you reach 4th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Extra Attack,PHB,Paladin,PHB,5,"[""Beginning at 5th level, you can attack twice, instead of once, whenever you take the {@action Attack} action on your turn.""]"
Aura of Protection,PHB,Paladin,PHB,6,"[""Starting at 6th level, whenever you or a friendly creature within 10 feet of you must make a saving throw, the creature gains a bonus to the saving throw equal to your Charisma modifier (with a minimum bonus of +1). You must be conscious to grant this bonus."", ""At 18th level, the range of this aura increases to 30 feet.""]"
Sacred Oath feature,PHB,Paladin,PHB,7,"[""At 7th level, you gain a feature granted to you by your Sacred Oath.""]"
Ability Score Improvement,PHB,Paladin,PHB,8,"[""When you reach 8th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Aura of Courage,PHB,Paladin,PHB,10,"[""Starting at 10th level, you and friendly creatures within 10 feet of you can't be {@condition frightened} while you are conscious."", ""At 18th level, the range of this aura increases to 30 feet.""]"
Improved Divine Smite,PHB,Paladin,PHB,11,"[""By 11th level, you are so suffused with righteous might that all your melee weapon strikes carry divine power with them. Whenever you hit a creature with a melee weapon, the creature takes an extra {@damage 1d8} radiant damage.""]"
Ability Score Improvement,PHB,Paladin,PHB,12,"[""When you reach 12th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Cleansing Touch,PHB,Paladin,PHB,14,"[""Beginning at 14th level, you can use your action to end one spell on yourself or on one willing creature that you touch."", ""You can use this feature a number of times equal to your Charisma modifier (a minimum of once). You regain expended uses when you finish a long rest.""]"
Sacred Oath feature,PHB,Paladin,PHB,15,"[""At 15th level, you gain a feature granted to you by your Sacred Oath.""]"
Ability Score Improvement,PHB,Paladin,PHB,16,"[""When you reach 16th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Aura improvements,PHB,Paladin,PHB,18,"[""At 18th level, the range of your Aura of Protection increases to 30 feet.""]"
Ability Score Improvement,PHB,Paladin,PHB,19,"[""When you reach 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Sacred Oath feature,PHB,Paladin,PHB,20,"[""At 20th level, you gain a feature granted to you by your Sacred Oath.""]"
Druidic,PHB,Druid,PHB,1,"[""You know {@language Druidic}, the secret language of druids. You can speak the language and use it to leave hidden messages. You and others who know this language automatically spot such a message. Others spot the message's presence with a successful {@dc 15} Wisdom ({@skill Perception}) check but can't decipher it without magic.""]"
Spellcasting,PHB,Druid,PHB,1,"[""Drawing on the divine essence of nature itself, you can cast spells to shape that essence to your will. See {@book chapter 10|PHB|10} for the general rules of spellcasting and {@book chapter 11|PHB|11} for the {@filter druid spell list|spells|class=druid}."", {""type"": ""entries"", ""name"": ""Cantrips"", ""entries"": [""At 1st level, you know two cantrips of your choice from the {@filter druid spell list|spells|level=0|class=druid}. You learn additional druid cantrips of your choice at higher levels, as shown in the Cantrips Known column of the Druid table.""]}, {""type"": ""entries"", ""name"": ""Preparing and Casting Spells"", ""entries"": [""The Druid table shows how many spell slots you have to cast your {@filter druid spells|spells|class=druid} of 1st level and higher. To cast one of these druid spells, you must expend a slot of the spell's level or higher. You regain all expended spell slots when you finish a long rest."", ""You prepare the list of druid spells that are available for you to cast, choosing from the druid spell list. When you do so, choose a number of druid spells equal to your Wisdom modifier + your druid level (minimum of one spell). The spells must be of a level for which you have spell slots."", ""For example, if you are a 3rd-level druid, you have four 1st-level and two 2nd-level spell slots. With a Wisdom of 16, your list of prepared spells can include six spells of 1st or 2nd level, in any combination. If you prepare the 1st-level spell {@spell cure wounds}, you can cast it using a 1st-level or 2nd-level slot. Casting the spell doesn't remove it from your list of prepared spells."", ""You can also change your list of prepared spells when you finish a long rest. Preparing a new list of druid spells requires time spent in prayer and meditation: at least 1 minute per spell level for each spell on your list.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Ability"", ""entries"": [""Wisdom is your spellcasting ability for your druid spells, since your magic draws upon your devotion and attunement to nature. You use your Wisdom whenever a spell refers to your spellcasting ability. In addition, you use your Wisdom modifier when setting the saving throw DC for a druid spell you cast and when making an attack roll with one."", {""type"": ""abilityDc"", ""name"": ""Spell"", ""attributes"": [""wis""]}, {""type"": ""abilityAttackMod"", ""name"": ""Spell"", ""attributes"": [""wis""]}]}, {""type"": ""entries"", ""name"": ""Ritual Casting"", ""entries"": [""You can cast a druid spell as a ritual if that spell has the ritual tag and you have the spell prepared.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Focus"", ""entries"": [""You can use a {@item druidic focus|phb} as a spellcasting focus for your druid spells.""]}]"
Druid Circle,PHB,Druid,PHB,2,"[""At 2nd level, you choose to identify with a circle of druids from the list of available circles. Your choice grants you features at 2nd level and again at 6th, 10th, and 14th level.""]"
Wild Shape,PHB,Druid,PHB,2,"[""Starting at 2nd level, you can use your action to magically assume the shape of a beast that you have seen before. You can use this feature twice. You regain expended uses when you finish a short or long rest."", ""Your druid level determines the beasts you can transform into, as shown in the Beast Shapes table. At 2nd level, for example, you can transform into any beast that has a challenge rating of 1/4 or lower that doesn't have a flying or swimming speed."", {""type"": ""table"", ""caption"": ""Beast Shapes"", ""colLabels"": [""Level"", ""Max. CR"", ""Limitations"", ""Example""], ""colStyles"": [""col-2 text-center"", ""col-2 text-center"", ""col-5"", ""col-3""], ""rows"": [[""2nd"", ""{@filter 1/4|bestiary|challenge rating=[&0;&1/4]|type=beast|speed type=!fly;!swim|miscellaneous=!swarm}"", ""No flying or swimming speed"", ""Wolf""], [""4th"", ""{@filter 1/2|bestiary|challenge rating=[&0;&1/2]|type=beast|speed type=!fly|miscellaneous=!swarm}"", ""No flying speed"", ""Crocodile""], [""8th"", ""{@filter 1|bestiary|challenge rating=[&0;&1]|type=beast|miscellaneous=!swarm}"", ""—"", ""Giant eagle""]]}, ""You can stay in a beast shape for a number of hours equal to half your druid level (rounded down). You then revert to your normal form unless you expend another use of this feature. You can revert to your normal form earlier by using a bonus action on your turn. You automatically revert if you fall {@condition unconscious}, drop to 0 hit points, or die."", ""While you are transformed, the following rules apply:"", {""type"": ""list"", ""items"": [""Your game statistics are replaced by the statistics of the beast, but you retain your alignment, personality, and Intelligence, Wisdom, and Charisma scores. You also retain all of your skill and saving throw proficiencies, in addition to gaining those of the creature. If the creature has the same proficiency as you and the bonus in its stat block is higher than yours, use the creature's bonus instead of yours. If the creature has any legendary or lair actions, you can't use them."", ""When you transform, you assume the beast's hit points and Hit Dice. When you revert to your normal form, you return to the number of hit points you had before you transformed. However, if you revert as a result of dropping to 0 hit points, any excess damage carries over to your normal form. For example, if you take 10 damage in animal form and have only 1 hit point left, you revert and take 9 damage. As long as the excess damage doesn't reduce your normal form to 0 hit points, you aren't knocked {@condition unconscious}."", ""You can't cast spells, and your ability to speak or take any action that requires hands is limited to the capabilities of your beast form. Transforming doesn't break your {@status concentration} on a spell you've already cast, however, or prevent you from taking actions that are part of a spell, such as {@spell call lightning}, that you've already cast."", ""You retain the benefit of any features from your class, race, or other source and can use them if the new form is physically capable of doing so. However, you can't use any of your special senses, such as {@sense darkvision}, unless your new form also has that sense."", ""You choose whether your equipment falls to the ground in your space, merges into your new form, or is worn by it. Worn equipment functions as normal, but the DM decides whether it is practical for the new form to wear a piece of equipment, based on the creature's shape and size. Your equipment doesn't change size or shape to match the new form, and any equipment that the new form can't wear must either fall to the ground or merge with it. Equipment that merges with the form has no effect until you leave the form.""]}]"
Ability Score Improvement,PHB,Druid,PHB,4,"[""When you reach 4th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
