Name,Source,Size,Type,Alignment,AC,HP,Speed,STR,DEX,CON,INT,WIS,CHA,Save,Skill,Passive Perception,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Spellcasting
Veteran,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""any race""]}","[""A""]","[{""ac"": 17, ""from"": [""{@item splint armor|phb}""]}]","{""average"": 58, ""formula"": ""9d8 + 18""}","{""walk"": 30}",16,13,14,10,11,10,,"{""athletics"": ""+5"", ""perception"": ""+2""}",12,"[""any one language (usually Common)""]",3,,"[{""name"": ""Multiattack"", ""entries"": [""The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.""]}, {""name"": ""Longsword"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}7 ({@damage 1d8 + 3}) slashing damage, or 8 ({@damage 1d10 + 3}) slashing damage if used with two hands.""]}, {""name"": ""Shortsword"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d6 + 3}) piercing damage.""]}, {""name"": ""Heavy Crossbow"", ""entries"": [""{@atk rw} {@hit 3} to hit, range 100/400 ft., one target. {@h}6 ({@damage 1d10 + 1}) piercing damage.""]}]",,,,
Violet Fungus,MM,"[""M""]",plant,"[""U""]",[5],"{""average"": 18, ""formula"": ""4d8""}","{""walk"": 5}",3,1,10,1,3,1,,,6,,1/4,"[{""name"": ""False Appearance"", ""entries"": [""While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The fungus makes {@dice 1d4} Rotting Touch attacks.""]}, {""name"": ""Rotting Touch"", ""entries"": [""{@atk mw} {@hit 2} to hit, reach 10 ft., one creature. {@h}4 ({@damage 1d8}) necrotic damage.""]}]",,,,
Vrock,MM,"[""L""]","{""type"": ""fiend"", ""tags"": [""demon""]}","[""C"", ""E""]","[{""ac"": 15, ""from"": [""natural armor""]}]","{""average"": 104, ""formula"": ""11d10 + 44""}","{""walk"": 40, ""fly"": 60}",17,15,18,8,13,8,"{""dex"": ""+5"", ""wis"": ""+4"", ""cha"": ""+2""}",,11,"[""Abyssal"", ""telepathy 120 ft.""]",6,"[{""name"": ""Magic Resistance"", ""entries"": [""The vrock has advantage on saving throws against spells and other magical effects.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The vrock makes two attacks: one with its beak and one with its talons.""]}, {""name"": ""Beak"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}10 ({@damage 2d6 + 3}) piercing damage.""]}, {""name"": ""Talons"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}14 ({@damage 2d10 + 3}) slashing damage.""]}, {""name"": ""Spores {@recharge}"", ""entries"": [""A 15-foot-radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a {@dc 14} Constitution saving throw or become {@condition poisoned}. While {@condition poisoned} in this way, a target takes 5 ({@damage 1d10}) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Emptying a vial of holy water on the target also ends the effect on it.""]}, {""name"": ""Stunning Screech (1/Day)"", ""entries"": [""The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a {@dc 14} Constitution saving throw or be {@condition stunned} until the end of the vrock's next turn.""]}]",,,,
Vulture,MM,"[""M""]",beast,"[""U""]",[10],"{""average"": 5, ""formula"": ""1d8 + 1""}","{""walk"": 10, ""fly"": 50}",7,10,13,2,12,4,,"{""perception"": ""+3""}",13,,0,"[{""name"": ""Keen Sight and Smell"", ""entries"": [""The vulture has advantage on Wisdom ({@skill Perception}) checks that rely on sight or smell.""]}, {""name"": ""Pack Tactics"", ""entries"": [""The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 feet of the creature and the ally isn't {@condition incapacitated}.""]}]","[{""name"": ""Beak"", ""entries"": [""{@atk mw} {@hit 2} to hit, reach 5 ft., one target. {@h}2 ({@damage 1d4}) piercing damage.""]}]",,,,
Warhorse,MM,"[""L""]",beast,"[""U""]",[11],"{""average"": 19, ""formula"": ""3d10 + 3""}","{""walk"": 60}",18,12,13,2,12,7,,,11,,1/2,"[{""name"": ""Trampling Charge"", ""entries"": [""If the horse moves at least 20 feet straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a {@dc 14} Strength saving throw or be knocked {@condition prone}. If the target is {@condition prone}, the horse can make another attack with its hooves against it as a bonus action.""]}]","[{""name"": ""Hooves"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}11 ({@damage 2d6 + 4}) bludgeoning damage.""]}]",,,,
Warhorse Skeleton,MM,"[""L""]",undead,"[""L"", ""E""]","[{""ac"": 13, ""from"": [""barding scraps""]}]","{""average"": 22, ""formula"": ""3d10 + 6""}","{""walk"": 60}",18,12,15,2,8,5,,,9,,1/2,,"[{""name"": ""Hooves"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}11 ({@damage 2d6 + 4}) bludgeoning damage.""]}]",,,,
Water Elemental,MM,"[""L""]",elemental,"[""N""]","[{""ac"": 14, ""from"": [""natural armor""]}]","{""average"": 114, ""formula"": ""12d10 + 48""}","{""walk"": 30, ""swim"": 90}",18,14,18,5,10,8,,,10,"[""Aquan""]",5,"[{""name"": ""Water Form"", ""entries"": [""The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.""]}, {""name"": ""Freeze"", ""entries"": [""If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 feet until the end of its next turn.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The elemental makes two slam attacks.""]}, {""name"": ""Slam"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}13 ({@damage 2d8 + 4}) bludgeoning damage.""]}, {""name"": ""Whelm {@recharge 4}"", ""entries"": [""Each creature in the elemental's space must make a {@dc 15} Strength saving throw. On a failure, a target takes 13 ({@damage 2d8 + 4}) bludgeoning damage. If it is Large or smaller, it is also {@condition grappled} (escape {@dc 14}). Until this grapple ends, the target is {@condition restrained} and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space."", ""The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target {@condition grappled} by it takes 13 ({@damage 2d8 + 4}) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a {@dc 14} Strength check and succeeding.""]}]",,,,
Weasel,MM,"[""T""]",beast,"[""U""]",[13],"{""average"": 1, ""formula"": ""1d4 - 1""}","{""walk"": 30}",3,16,8,2,12,3,,"{""perception"": ""+3"", ""stealth"": ""+5""}",13,,0,"[{""name"": ""Keen Hearing and Smell"", ""entries"": [""The weasel has advantage on Wisdom ({@skill Perception}) checks that rely on hearing or smell.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one creature. {@h}1 piercing damage.""]}]",,,,
Werebear,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""human"", ""shapechanger""]}","[""N"", ""G""]","[{""ac"": 10, ""condition"": ""in humanoid form""}, {""ac"": 11, ""from"": [""natural armor""], ""condition"": ""in bear or hybrid form""}]","{""average"": 135, ""formula"": ""18d8 + 54""}","{""walk"": {""number"": 30, ""condition"": ""(40 ft., climb 30 ft. in bear or hybrid form)""}}",19,10,17,11,12,12,,"{""perception"": ""+7""}",17,"[""Common (can't speak in bear form)""]",5,"[{""name"": ""Shapechanger"", ""entries"": [""The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""]}, {""name"": ""Keen Smell"", ""entries"": [""The werebear has advantage on Wisdom ({@skill Perception}) checks that rely on smell.""]}]","[{""name"": ""Multiattack"", ""entries"": [""In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid.""]}, {""name"": ""Bite (Bear or Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}15 ({@damage 2d10 + 4}) piercing damage. If the target is a humanoid, it must succeed on a {@dc 14} Constitution saving throw or be cursed with werebear lycanthropy.""]}, {""name"": ""Claw (Bear or Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}13 ({@damage 2d8 + 4}) slashing damage.""]}, {""name"": ""Greataxe (Humanoid or Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}10 ({@damage 1d12 + 4}) slashing damage.""]}]",,,,
Wereboar,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""human"", ""shapechanger""]}","[""N"", ""E""]","[{""ac"": 10, ""condition"": ""in humanoid form""}, {""ac"": 11, ""from"": [""natural armor""], ""condition"": ""in boar or hybrid form""}]","{""average"": 78, ""formula"": ""12d8 + 24""}","{""walk"": {""number"": 30, ""condition"": ""(40 ft. in boar form)""}}",17,10,15,10,11,8,,"{""perception"": ""+2""}",12,"[""Common (can't speak in boar form)""]",4,"[{""name"": ""Shapechanger"", ""entries"": [""The wereboar can use its action to polymorph into a boar-humanoid hybrid or into a boar, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""]}, {""name"": ""Charge (Boar or Hybrid Form Only)"", ""entries"": [""If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn, the target takes an extra 7 ({@damage 2d6}) slashing damage. If the target is a creature, it must succeed on a {@dc 13} Strength saving throw or be knocked {@condition prone}.""]}, {""name"": ""Relentless (Recharges after a Short or Long Rest)"", ""entries"": [""If the wereboar takes 14 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.""]}]","[{""name"": ""Multiattack (Humanoid or Hybrid Form Only)"", ""entries"": [""The wereboar makes two attacks, only one of which can be with its tusks.""]}, {""name"": ""Maul (Humanoid or Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}10 ({@damage 2d6 + 3}) bludgeoning damage.""]}, {""name"": ""Tusks (Boar or Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}10 ({@damage 2d6 + 3}) slashing damage. If the target is a humanoid, it must succeed on a {@dc 12} Constitution saving throw or be cursed with wereboar lycanthropy.""]}]",,,,
Wererat,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""human"", ""shapechanger""]}","[""L"", ""E""]",[12],"{""average"": 33, ""formula"": ""6d8 + 6""}","{""walk"": 30}",10,15,12,11,10,8,,"{""perception"": ""+2"", ""stealth"": ""+4""}",12,"[""Common (can't speak in rat form)""]",2,"[{""name"": ""Shapechanger"", ""entries"": [""The wererat can use its action to polymorph into a rat-humanoid hybrid or into a giant rat, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""]}, {""name"": ""Keen Smell"", ""entries"": [""The wererat has advantage on Wisdom ({@skill Perception}) checks that rely on smell.""]}]","[{""name"": ""Multiattack (Humanoid or Hybrid Form Only)"", ""entries"": [""The wererat makes two attacks, only one of which can be a bite.""]}, {""name"": ""Bite (Rat or Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}4 ({@damage 1d4 + 2}) piercing damage. If the target is a humanoid, it must succeed on a {@dc 11} Constitution saving throw or be cursed with wererat lycanthropy.""]}, {""name"": ""Shortsword (Humanoid or Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}5 ({@damage 1d6 + 2}) piercing damage.""]}, {""name"": ""Hand Crossbow (Humanoid or Hybrid Form Only)"", ""entries"": [""{@atk rw} {@hit 4} to hit, range 30/120 ft., one target. {@h}5 ({@damage 1d6 + 2}) piercing damage.""]}]",,,,
Weretiger,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""human"", ""shapechanger""]}","[""N""]",[12],"{""average"": 120, ""formula"": ""16d8 + 48""}","{""walk"": {""number"": 30, ""condition"": ""(40 ft. in tiger form)""}}",17,15,16,10,13,11,,"{""perception"": ""+5"", ""stealth"": ""+4""}",15,"[""Common (can't speak in tiger form)""]",4,"[{""name"": ""Shapechanger"", ""entries"": [""The weretiger can use its action to polymorph into a tiger-humanoid hybrid or into a tiger, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""]}, {""name"": ""Keen Hearing and Smell"", ""entries"": [""The weretiger has advantage on Wisdom ({@skill Perception}) checks that rely on hearing or smell.""]}, {""name"": ""Pounce (Tiger or Hybrid Form Only)"", ""entries"": [""If the weretiger moves at least 15 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a {@dc 14} Strength saving throw or be knocked {@condition prone}. If the target is {@condition prone}, the weretiger can make one bite attack against it as a bonus action.""]}]","[{""name"": ""Multiattack (Humanoid or Hybrid Form Only)"", ""entries"": [""In humanoid form, the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form, it can attack like a humanoid or make two claw attacks.""]}, {""name"": ""Bite (Tiger or Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}8 ({@damage 1d10 + 3}) piercing damage. If the target is a humanoid, it must succeed on a {@dc 13} Constitution saving throw or be cursed with weretiger lycanthropy.""]}, {""name"": ""Claw (Tiger or Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}7 ({@damage 1d8 + 3}) slashing damage.""]}, {""name"": ""Scimitar (Humanoid or Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d6 + 3}) slashing damage.""]}, {""name"": ""Longbow (Humanoid or Hybrid Form Only)"", ""entries"": [""{@atk rw} {@hit 4} to hit, range 150/600 ft., one target. {@h}6 ({@damage 1d8 + 2}) piercing damage.""]}]",,,,
Werewolf,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""human"", ""shapechanger""]}","[""C"", ""E""]","[{""ac"": 11, ""condition"": ""in humanoid form""}, {""ac"": 12, ""from"": [""natural armor""], ""condition"": ""in wolf or hybrid form""}]","{""average"": 58, ""formula"": ""9d8 + 18""}","{""walk"": {""number"": 30, ""condition"": ""(40 ft. in wolf form)""}}",15,13,14,10,11,10,,"{""perception"": ""+4"", ""stealth"": ""+3""}",14,"[""Common (can't speak in wolf form)""]",3,"[{""name"": ""Shapechanger"", ""entries"": [""The werewolf can use its action to polymorph into a wolf-humanoid hybrid or into a wolf, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""]}, {""name"": ""Keen Hearing and Smell"", ""entries"": [""The werewolf has advantage on Wisdom ({@skill Perception}) checks that rely on hearing or smell.""]}]","[{""name"": ""Multiattack (Humanoid or Hybrid Form Only)"", ""entries"": [""The werewolf makes two attacks: two with its spear (humanoid form) or one with its bite and one with its claws (hybrid form).""]}, {""name"": ""Bite (Wolf or Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d8 + 2}) piercing damage. If the target is a humanoid, it must succeed on a {@dc 12} Constitution saving throw or be cursed with werewolf lycanthropy.""]}, {""name"": ""Claws (Hybrid Form Only)"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one creature. {@h}7 ({@damage 2d4 + 2}) slashing damage.""]}, {""name"": ""Spear (Humanoid Form Only)"", ""entries"": [""{@atk mw,rw} {@hit 4} to hit, reach 5 ft. or range 20/60 ft., one creature. {@h}5 ({@damage 1d6 + 2}) piercing damage, or 6 ({@damage 1d8 + 2}) piercing damage if used with two hands to make a melee attack.""]}]",,,,
White Dragon Wyrmling,MM,"[""M""]",dragon,"[""C"", ""E""]","[{""ac"": 16, ""from"": [""natural armor""]}]","{""average"": 32, ""formula"": ""5d8 + 10""}","{""walk"": 30, ""burrow"": 15, ""fly"": 60, ""swim"": 30}",14,10,14,5,10,11,"{""dex"": ""+2"", ""con"": ""+4"", ""wis"": ""+2"", ""cha"": ""+2""}","{""perception"": ""+4"", ""stealth"": ""+2""}",14,"[""Draconic""]",2,,"[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}7 ({@damage 1d10 + 2}) piercing damage plus 2 ({@damage 1d4}) cold damage.""]}, {""name"": ""Cold Breath {@recharge 5}"", ""entries"": [""The dragon exhales an icy blast of hail in a 15-foot cone. Each creature in that area must make a {@dc 12} Constitution saving throw, taking 22 ({@damage 5d8}) cold damage on a failed save, or half as much damage on a successful one.""]}]",,,,
Wight,MM,"[""M""]",undead,"[""N"", ""E""]","[{""ac"": 14, ""from"": [""{@item studded leather armor|phb|studded leather}""]}]","{""average"": 45, ""formula"": ""6d8 + 18""}","{""walk"": 30}",15,14,16,10,13,15,,"{""perception"": ""+3"", ""stealth"": ""+4""}",13,"[""the languages it knew in life""]",3,"[{""name"": ""Sunlight Sensitivity"", ""entries"": [""While in sunlight, the wight has disadvantage on attack rolls, as well as on Wisdom ({@skill Perception}) checks that rely on sight.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The wight makes two longsword attacks or two longbow attacks. It can use its Life Drain in place of one longsword attack.""]}, {""name"": ""Life Drain"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one creature. {@h}5 ({@damage 1d6 + 2}) necrotic damage. The target must succeed on a {@dc 13} Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0."", ""A humanoid slain by this attack rises 24 hours later as a {@creature zombie} under the wight's control, unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time.""]}, {""name"": ""Longsword"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d8 + 2}) slashing damage, or 7 ({@damage 1d10 + 2}) slashing damage if used with two hands.""]}, {""name"": ""Longbow"", ""entries"": [""{@atk rw} {@hit 4} to hit, range 150/600 ft., one target. {@h}6 ({@damage 1d8 + 2}) piercing damage.""]}]",,,,
Will-o'-Wisp,MM,"[""T""]",undead,"[""C"", ""E""]",[19],"{""average"": 22, ""formula"": ""9d4""}","{""walk"": 0, ""fly"": {""number"": 50, ""condition"": ""(hover)""}, ""canHover"": true}",1,28,10,13,14,11,,,12,"[""the languages it knew in life""]",2,"[{""name"": ""Consume Life"", ""entries"": [""As a bonus action, the will-o'-wisp can target one creature it can see within 5 feet of it that has 0 hit points and is still alive. The target must succeed on a {@dc 10} Constitution saving throw against this magic or die. If the target dies, the will-o'-wisp regains 10 ({@dice 3d6}) hit points.""]}, {""name"": ""Ephemeral"", ""entries"": [""The will-o'-wisp can't wear or carry anything.""]}, {""name"": ""Incorporeal Movement"", ""entries"": [""The will-o'-wisp can move through other creatures and objects as if they were {@quickref difficult terrain||3}. It takes 5 ({@damage 1d10}) force damage if it ends its turn inside an object.""]}, {""name"": ""Variable Illumination"", ""entries"": [""The will-o'-wisp sheds bright light in a 5 to 20-foot radius and dim light for an additional number of ft. equal to the chosen radius. The will-o'-wisp can alter the radius as a bonus action.""]}]","[{""name"": ""Shock"", ""entries"": [""{@atk ms} {@hit 4} to hit, reach 5 ft., one creature. {@h}9 ({@damage 2d8}) lightning damage.""]}, {""name"": ""Invisibility"", ""entries"": [""The will-o'-wisp and its light magically become {@condition invisible} until it attacks or uses its Consume Life, or until its {@status concentration} ends (as if {@status concentration||concentrating} on a spell).""]}]",,,,
Winter Wolf,MM,"[""L""]",monstrosity,"[""N"", ""E""]","[{""ac"": 13, ""from"": [""natural armor""]}]","{""average"": 75, ""formula"": ""10d10 + 20""}","{""walk"": 50}",18,13,14,7,12,8,,"{""perception"": ""+5"", ""stealth"": ""+3""}",15,"[""Common"", ""Giant"", ""Winter Wolf""]",3,"[{""name"": ""Keen Hearing and Smell"", ""entries"": [""The wolf has advantage on Wisdom ({@skill Perception}) checks that rely on hearing or smell.""]}, {""name"": ""Pack Tactics"", ""entries"": [""The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't {@condition incapacitated}.""]}, {""name"": ""Snow Camouflage"", ""entries"": [""The wolf has advantage on Dexterity ({@skill Stealth}) checks made to hide in snowy terrain.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}11 ({@damage 2d6 + 4}) piercing damage. If the target is a creature, it must succeed on a {@dc 14} Strength saving throw or be knocked {@condition prone}.""]}, {""name"": ""Cold Breath {@recharge 5}"", ""entries"": [""The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a {@dc 12} Dexterity saving throw, taking 18 ({@damage 4d8}) cold damage on a failed save, or half as much damage on a successful one.""]}]",,,,
Wolf,MM,"[""M""]",beast,"[""U""]","[{""ac"": 13, ""from"": [""natural armor""]}]","{""average"": 11, ""formula"": ""2d8 + 2""}","{""walk"": 40}",12,15,12,3,12,6,,"{""perception"": ""+3"", ""stealth"": ""+4""}",13,,1/4,"[{""name"": ""Keen Hearing and Smell"", ""entries"": [""The wolf has advantage on Wisdom ({@skill Perception}) checks that rely on hearing or smell.""]}, {""name"": ""Pack Tactics"", ""entries"": [""The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't {@condition incapacitated}.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}7 ({@damage 2d4 + 2}) piercing damage. If the target is a creature, it must succeed on a {@dc 11} Strength saving throw or be knocked {@condition prone}.""]}]",,,,
Worg,MM,"[""L""]",monstrosity,"[""N"", ""E""]","[{""ac"": 13, ""from"": [""natural armor""]}]","{""average"": 26, ""formula"": ""4d10 + 4""}","{""walk"": 50}",16,13,13,7,11,8,,"{""perception"": ""+4""}",14,"[""Goblin"", ""Worg""]",1/2,"[{""name"": ""Keen Hearing and Smell"", ""entries"": [""The worg has advantage on Wisdom ({@skill Perception}) checks that rely on hearing or smell.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}10 ({@damage 2d6 + 3}) piercing damage. If the target is a creature, it must succeed on a {@dc 13} Strength saving throw or be knocked {@condition prone}.""]}]",,,,
Wraith,MM,"[""M""]",undead,"[""N"", ""E""]",[13],"{""average"": 67, ""formula"": ""9d8 + 27""}","{""walk"": 0, ""fly"": {""number"": 60, ""condition"": ""(hover)""}, ""canHover"": true}",6,16,16,12,14,15,,,12,"[""the languages it knew in life""]",5,"[{""name"": ""Incorporeal Movement"", ""entries"": [""The wraith can move through other creatures and objects as if they were {@quickref difficult terrain||3}. It takes 5 ({@damage 1d10}) force damage if it ends its turn inside an object.""]}, {""name"": ""Sunlight Sensitivity"", ""entries"": [""While in sunlight, the wraith has disadvantage on attack rolls, as well as on Wisdom ({@skill Perception}) checks that rely on sight.""]}]","[{""name"": ""Life Drain"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one creature. {@h}21 ({@damage 4d8 + 3}) necrotic damage. The target must succeed on a {@dc 14} Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.""]}, {""name"": ""Create Specter"", ""entries"": [""The wraith targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a {@creature specter} in the space of its corpse or in the nearest unoccupied space. The {@creature specter} is under the wraith's control. The wraith can have no more than seven specters under its control at one time.""]}]",,,,
Wyvern,MM,"[""L""]",dragon,"[""U""]","[{""ac"": 13, ""from"": [""natural armor""]}]","{""average"": 110, ""formula"": ""13d10 + 39""}","{""walk"": 20, ""fly"": 80}",19,10,16,5,12,6,,"{""perception"": ""+4""}",14,,6,,"[{""name"": ""Multiattack"", ""entries"": [""The wyvern makes two attacks: one with its bite and one with its stinger. While flying, it can use its claws in place of one other attack.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 10 ft., one creature. {@h}11 ({@damage 2d6 + 4}) piercing damage.""]}, {""name"": ""Claws"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}13 ({@damage 2d8 + 4}) slashing damage.""]}, {""name"": ""Stinger"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 10 ft., one creature. {@h}11 ({@damage 2d6 + 4}) piercing damage. The target must make a {@dc 15} Constitution saving throw, taking 24 ({@damage 7d6}) poison damage on a failed save, or half as much damage on a successful one.""]}]",,,,
Xorn,MM,"[""M""]",elemental,"[""N""]","[{""ac"": 19, ""from"": [""natural armor""]}]","{""average"": 73, ""formula"": ""7d8 + 42""}","{""walk"": 20, ""burrow"": 20}",17,10,22,11,10,11,,"{""perception"": ""+6"", ""stealth"": ""+3""}",16,"[""Terran""]",5,"[{""name"": ""Earth Glide"", ""entries"": [""The xorn can burrow through nonmagical, unworked earth and stone. While doing so, the xorn doesn't disturb the material it moves through.""]}, {""name"": ""Stone Camouflage"", ""entries"": [""The xorn has advantage on Dexterity ({@skill Stealth}) checks made to hide in rocky terrain.""]}, {""name"": ""Treasure Sense"", ""entries"": [""The xorn can pinpoint, by scent, the location of precious metals and stones, such as coins and gems, within 60 feet of it.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The xorn makes three claw attacks and one bite attack.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}13 ({@damage 3d6 + 3}) piercing damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d6 + 3}) slashing damage.""]}]",,,,
Young Black Dragon,MM,"[""L""]",dragon,"[""C"", ""E""]","[{""ac"": 18, ""from"": [""natural armor""]}]","{""average"": 127, ""formula"": ""15d10 + 45""}","{""walk"": 40, ""fly"": 80, ""swim"": 40}",19,14,17,12,11,15,"{""dex"": ""+5"", ""con"": ""+6"", ""wis"": ""+3"", ""cha"": ""+5""}","{""perception"": ""+6"", ""stealth"": ""+5""}",16,"[""Common"", ""Draconic""]",7,"[{""name"": ""Amphibious"", ""entries"": [""The dragon can breathe air and water.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The dragon makes three attacks: one with its bite and two with its claws.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 10 ft., one target. {@h}15 ({@damage 2d10 + 4}) piercing damage plus 4 ({@damage 1d8}) acid damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}11 ({@damage 2d6 + 4}) slashing damage.""]}, {""name"": ""Acid Breath {@recharge 5}"", ""entries"": [""The dragon exhales acid in a 30-foot line that is 5 feet wide. Each creature in that line must make a {@dc 14} Dexterity saving throw, taking 49 ({@damage 11d8}) acid damage on a failed save, or half as much damage on a successful one.""]}]",,,,
