Name,Source,Type,IsBaseItem,Rarity,Weight,Value,RequiresAttunement,Description,Property,Damage,DamageType,ArmorClass
Iron Flask,DMG,,False,legendary,1,,,"[""This iron bottle has a brass stopper. You can use an action to speak the flask's command word, targeting a creature that you can see within 60 feet of you. If the target is native to a plane of existence other than the one you're on, the target must succeed on a {@dc 17} Wisdom saving throw or be trapped in the flask. If the target has been trapped by the flask before, it has advantage on the saving throw. Once trapped, a creature remains in the flask until released. The flask can hold only one creature at a time. A creature trapped in the flask doesn't need to breathe, eat, or drink and doesn't age."", ""You can use an action to remove the flask's stopper and release the creature the flask contains. The creature is friendly to you and your companions for 1 hour and obeys your commands for that duration. If you give no commands or give it a command that is likely to result in its death, it defends itself but otherwise takes no actions. At the end of the duration, the creature acts in accordance with its normal disposition and alignment."", ""An {@spell identify} spell reveals that a creature is inside the flask, but the only way to determine the type of creature is to open the flask. A newly discovered bottle might already contain a creature chosen by the DM or determined randomly."", {""type"": ""table"", ""colLabels"": [""{@dice d100}"", ""Contents""], ""colStyles"": [""col-1 text-center"", ""col-11""], ""rows"": [[""01-50"", ""Empty""], [""51"", ""{@creature Arcanaloth}""], [""52"", ""{@creature Cambion}""], [""53-54"", ""{@creature Dao}""], [""55-57"", ""Demon (type 1): {@creature barlgura}, {@creature shadow demon}, or {@creature vrock}""], [""58-60"", ""Demon (type 2): {@creature chasme} or {@creature hezrou}""], [""61-62"", ""Demon (type 3): {@creature glabrezu} or {@creature yochlol}""], [""63-64"", ""Demon (type 4): {@creature nalfeshnee}""], [""65"", ""Demon (type 5): {@creature marilith}""], [""66"", ""Demon (type 6): {@creature balor} or {@creature goristro}""], [""67"", ""{@creature Deva}""], [""68-69"", ""Devil (greater): {@creature horned devil}, {@creature erinyes}, {@creature ice devil}, or {@creature pit fiend}""], [""70-72"", ""Devil (lesser): {@creature imp}, {@creature spined devil}, {@creature bearded devil}, {@creature barbed devil}, {@creature chain devil}, or {@creature bone devil}""], [""73-74"", ""{@creature Djinni}""], [""75-76"", ""{@creature Efreeti}""], [""77-78"", ""Elemental (any)""], [""79"", ""{@creature Githyanki knight}""], [""80"", ""{@creature Githzerai zerth}""], [""81-82"", ""{@creature Invisible stalker}""], [""83-84"", ""{@creature Marid}""], [""85-86"", ""{@creature Mezzoloth}""], [""87-88"", ""{@creature Night hag}""], [""89-90"", ""{@creature Nycaloth}""], [""91"", ""{@creature Planetar}""], [""92-93"", ""{@creature Salamander}""], [""94-95"", ""Slaad (any)""], [""96"", ""{@creature Solar}""], [""97-98"", ""{@creature succubus||Succubus/Incubus}""], [""99"", ""{@creature Ultroloth}""], [""00"", ""{@creature Xorn}""]]}]",,,,
Iron Pot,PHB,G,False,none,10,200,,"[""An iron pot holds 1 gallon of liquid.""]",,,,
Iron Spike,PHB,G,False,none,0.5,10,,,,,,
Iron Spikes (10),PHB,G,False,none,5,100,,,,,,
Javelin of Lightning,DMG,M,False,uncommon,2,,,"[""This javelin is a magic weapon. When you hurl it and speak its command word, it transforms into a bolt of lightning, forming a line 5 feet wide that extends out from you to a target within 120 feet. Each creature in the line excluding you and the target must make a {@dc 13} Dexterity saving throw, taking {@damage 4d6} lightning damage on a failed save, and half as much damage on a successful one. The lightning bolt turns back into a javelin when it reaches the target. Make a ranged weapon attack against the target. On a hit, the target takes damage from the javelin plus {@damage 4d6} lightning damage."", ""The javelin's property can't be used again until the next dawn. In the meantime, the javelin can still be used as a magic weapon.""]","[""T""]",1d6,P,
Jug,PHB,G,False,none,4,2,,"[""A jug holds 1 gallon of liquid.""]",,,,
Keelboat,DMG,SHP,False,none,,300000,,"[""Keelboats and rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores.""]",,,,
Keoghtom's Ointment,DMG,,False,uncommon,,,,"[""This glass jar, 3 inches in diameter, contains {@dice 1d4 + 1} doses of a thick mixture that smells faintly of aloe. The jar and its contents weigh ½ pound."", ""As an action, one dose of the ointment can be swallowed or applied to the skin. The creature that receives it regains {@dice 2d8 + 2} hit points, ceases to be {@condition poisoned}, and is cured of any disease.""]",,,,
Ladder (10-foot),PHB,G,False,none,25,10,,"[""Ladder (10-foot)""]",,,,
Lamp,PHB,G,False,none,1,50,,"[""A lamp casts bright light in a 15-foot radius and dim light for an additional 30 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil.""]",,,,
Lantern of Revealing,DMG,,False,uncommon,2,,,"[""While lit, this {@item hooded lantern|phb} burns for 6 hours on 1 pint of oil, shedding bright light in a 30-foot radius and dim light for an additional 30 feet. {@condition Invisible} creatures and objects are visible as long as they are in the lantern's bright light. You can use an action to lower the hood, reducing the light to dim light in a 5-foot radius.""]",,,,
Linen (1 sq. yd.),PHB,TG,False,none,,500,,,,,,
Loaf of Bread,PHB,FD,False,none,,2,,,,,,
Lock,PHB,G,False,none,1,1000,,"[""A key is provided with the lock. Without the key, a creature proficient with {@item thieves' tools|phb} can pick this lock with a successful {@dc 15} Dexterity check. Your DM may decide that better locks are available for higher prices.""]",,,,
Longship,DMG,SHP,False,none,,1000000,,,,,,
Mace of Disruption,DMG,M,False,rare,4,,true,"[""When you hit a fiend or an undead with this magic weapon, that creature takes an extra {@damage 2d6} radiant damage. If the target has 25 hit points or fewer after taking this damage, it must succeed on a {@dc 15} Wisdom saving throw or be destroyed. On a successful save, the creature becomes {@condition frightened} of you until the end of your next turn."", ""While you hold this weapon, it sheds bright light in a 20-foot radius and dim light for an additional 20 feet.""]",,1d6,B,
Mace of Smiting,DMG,M,False,rare,4,,,"[""You gain a +1 bonus to attack and damage rolls made with this magic weapon. The bonus increases to +3 when you use the mace to attack a construct."", ""When you roll a 20 on an attack roll made with this weapon, the target takes an extra 7 bludgeoning damage, or an extra 14 bludgeoning damage if it's a construct. If a construct has 25 hit points or fewer after taking this damage, it is destroyed."", ""{@note Note: According to the SRD, it is an extra {@damage 2d6} and {@damage 4d6} bludgeoning damage, although {@link this is incorrect|https://rpg.stackexchange.com/a/174522/53884}}.""]",,1d6,B,
Mace of Terror,DMG,M,False,rare,4,,true,"[""This magic weapon has 3 charges. While holding it, you can use an action and expend 1 charge to release a wave of terror. Each creature of your choice in a 30-foot radius extending from you must succeed on a {@dc 15} Wisdom saving throw or become {@condition frightened} of you for 1 minute. While it is {@condition frightened} in this way, a creature must spend its turns trying to move as far away from you as it can, and it can't willingly move to a space within 30 feet of you. It also can't take reactions. For its action it can use only the {@action Dash} action or try to escape from an effect that prevents it from moving. If it has nowhere it can move, the creature can use the {@action Dodge} action. At the end of each of its turns, a creature can repeat the saving throw, ending the effect on itself on a success."", ""The mace regains {@dice 1d3} expended charges daily at dawn.""]",,1d6,B,
Magnifying Glass,PHB,G,False,none,,10000,,"[""This lens allows a closer look at small objects. It is also useful as a substitute for flint and steel when starting fires. Lighting a fire with a magnifying glass requires light as bright as sunlight to focus, tinder to ignite, and about 5 minutes for the fire to ignite. A magnifying glass grants advantage on any ability check made to appraise or inspect an item that is small or highly detailed.""]",,,,
Malice,DMG,G,False,none,,25000,,"[""A creature subjected to this poison must succeed on a {@dc 15} Constitution saving throw or become {@condition poisoned} for 1 hour. The {@condition poisoned} creature is {@condition blinded}.""]",,,,
Manacles,PHB,G,False,none,6,200,,"[""These metal restraints can bind a Small or Medium creature. Escaping the manacles requires a successful {@dc 20} Dexterity check. Breaking them requires a successful {@dc 20} Strength check. Each set of manacles comes with one key. Without the key, a creature proficient with {@item thieves' tools|PHB} can pick the manacles' lock with a successful {@dc 15} Dexterity check. Manacles have 15 hit points.""]",,,,
Mantle of Spell Resistance,DMG,,False,rare,,,true,"[""You have advantage on saving throws against spells while you wear this cloak.""]",,,,
Manual of Bodily Health,DMG,,False,very rare,5,,,"[""This book contains health and diet tips, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Constitution score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.""]",,,,
Manual of Clay Golems,DMG,,False,very rare,5,,,"[""This tome contains information and incantations necessary to make a particular type of golem. The DM chooses the type or determines it randomly. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a manual of golems and attempts to read it takes {@damage 6d6} psychic damage."", ""To create a {@creature clay golem}, you must spend 30 days, working without interruption with the manual at hand and resting no more than 8 hours per day. You must also pay 65,000 gp to purchase supplies. Once you finish creating the golem, the book is consumed in eldritch flames. The golem becomes animate when the ashes of the manual are sprinkled on it. It is under your control, and it understands and obeys your spoken commands.""]",,,,
Manual of Flesh Golems,DMG,,False,very rare,5,,,"[""This tome contains information and incantations necessary to make a particular type of golem. The DM chooses the type or determines it randomly. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a manual of golems and attempts to read it takes {@damage 6d6} psychic damage."", ""To create a {@creature flesh golem}, you must spend 60 days, working without interruption with the manual at hand and resting no more than 8 hours per day. You must also pay 50,000 gp to purchase supplies. Once you finish creating the golem, the book is consumed in eldritch flames. The golem becomes animate when the ashes of the manual are sprinkled on it. It is under your control, and it understands and obeys your spoken commands.""]",,,,
Manual of Gainful Exercise,DMG,,False,very rare,5,,,"[""This book describes fitness exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Strength score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.""]",,,,
Manual of Iron Golems,DMG,,False,very rare,5,,,"[""This tome contains information and incantations necessary to make a particular type of golem. The DM chooses the type or determines it randomly. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a manual of golems and attempts to read it takes {@damage 6d6} psychic damage."", ""To create an {@creature iron golem}, you must spend 120 days, working without interruption with the manual at hand and resting no more than 8 hours per day. You must also pay 100,000 gp to purchase supplies. Once you finish creating the golem, the book is consumed in eldritch flames. The golem becomes animate when the ashes of the manual are sprinkled on it. It is under your control, and it understands and obeys your spoken commands.""]",,,,
Manual of Quickness of Action,DMG,,False,very rare,5,,,"[""This book contains coordination and balance exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Dexterity score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.""]",,,,
Manual of Stone Golems,DMG,,False,very rare,5,,,"[""This tome contains information and incantations necessary to make a particular type of golem. The DM chooses the type or determines it randomly. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a manual of golems and attempts to read it takes {@damage 6d6} psychic damage."", ""To create a {@creature stone golem}, you must spend 90 days, working without interruption with the manual at hand and resting no more than 8 hours per day. You must also pay 80,000 gp to purchase supplies. Once you finish creating the golem, the book is consumed in eldritch flames. The golem becomes animate when the ashes of the manual are sprinkled on it. It is under your control, and it understands and obeys your spoken commands.""]",,,,
Map or Scroll Case,PHB,G,False,none,1,100,,"[""This cylindrical leather case can hold up to ten rolled-up {@item paper (one sheet)|phb|sheets of paper} or five rolled-up {@item parchment (one sheet)|phb|sheets of parchment}.""]",,,,
Mastiff,PHB,MNT,False,none,,2500,,,,,,
Medallion of Thoughts,DMG,,False,uncommon,1,,true,"[""The medallion has 3 charges. While wearing it, you can use an action and expend 1 charge to cast the {@spell detect thoughts} spell (save {@dc 13}) from it. The medallion regains {@dice 1d3} expended charges daily at dawn.""]",,,,
Merchant's Scale,PHB,G,False,none,3,500,,"[""A scale includes a small balance, pans, and a suitable assortment of weights up to 2 pounds. With it, you can measure the exact weight of small objects, such as raw precious metals or trade goods, to help determine their worth.""]",,,,
Mess Kit,PHB,G,False,none,1,20,,"[""This tin box contains a cup and simple cutlery. The box clamps together, and one side can be used as a cooking pan and the other as a plate or shallow bowl.""]",,,,
Midnight Tears,DMG,G,False,none,,150000,,"[""A creature that ingests this poison suffers no effect until the stroke of midnight. If the poison has not been neutralized before then, the creature must succeed on a {@dc 17} Constitution saving throw, taking 31 ({@damage 9d6}) poison damage on a failed save, or half as much damage on a successful one.""]",,,,
Military Saddle,PHB,TAH,False,none,30,2000,,"[""A military saddle braces the rider, helping you keep your seat on an active mount in battle. It gives you advantage on any check you make to remain mounted.""]",,,,
Miner's Pick,PHB,G,False,none,10,200,,,,,,
Mirror of Life Trapping,DMG,,False,very rare,50,,,"[""When this 4-foot-tall mirror is viewed indirectly, its surface shows faint images of creatures. The mirror weighs 50 pounds, and it has AC 11, 10 hit points, and vulnerability to bludgeoning damage. It shatters and is destroyed when reduced to 0 hit points."", ""If the mirror is hanging on a vertical surface and you are within 5 feet of it, you can use an action to speak its command word and activate it. It remains activated until you use an action to speak the command word again."", ""Any creature other than you that sees its reflection in the activated mirror while within 30 feet of it must succeed on a {@dc 15} Charisma saving throw or be trapped, along with anything it is wearing or carrying, in one of the mirror's twelve extradimensional cells. This saving throw is made with advantage if the creature knows the mirror's nature, and constructs succeed on the saving throw automatically."", ""An extradimensional cell is an infinite expanse filled with thick fog that reduces visibility to 10 feet. Creatures trapped in the mirror's cells don't age, and they don't need to eat, drink, or sleep. A creature trapped within a cell can escape using magic that permits planar travel. Otherwise, the creature is confined to the cell until freed."", ""If the mirror traps a creature but its twelve extradimensional cells are already occupied, the mirror frees one trapped creature at random to accommodate the new prisoner. A freed creature appears in an unoccupied space within sight of the mirror but facing away from it. If the mirror is shattered, all creatures it contains are freed and appear in unoccupied spaces near it."", ""While within 5 feet of the mirror, you can use an action to speak the name of one creature trapped in it or call out a particular cell by number. The creature named or contained in the named cell appears as an image on the mirror's surface. You and the creature can then communicate normally."", ""In a similar way, you can use an action to speak a second command word and free one creature trapped in the mirror. The freed creature appears, along with its possessions, in the unoccupied space nearest to the mirror and facing away from it.""]",,,,
Mule,PHB,MNT,False,none,,800,,,,,,
Navigator's Tools,PHB,T,False,none,2,2500,,"[""This set of instruments is used for navigation at sea. Proficiency with navigator's tools lets you chart a ship's course and follow navigation charts. In addition, these tools allow you to add your proficiency bonus to any ability check you make to avoid getting lost at sea.""]",,,,
Necklace of Adaptation,DMG,,False,uncommon,1,,true,"[""While wearing this necklace, you can breathe normally in any environment, and you have advantage on saving throws made against harmful gases and vapors (such as {@spell cloudkill} and {@spell stinking cloud} effects, inhaled poisons, and the breath weapons of some dragons).""]",,,,
Necklace of Fireballs,DMG,,False,rare,1,,,"[""This necklace has {@dice 1d6 + 3} beads hanging from it. You can use an action to detach a bead and throw it up to 60 feet away. When it reaches the end of its trajectory, the bead detonates as a 3rd-level {@spell fireball} spell (save {@dc 15})."", ""You can hurl multiple beads, or even the whole necklace, as one action. When you do so, increase the level of the {@spell fireball} by 1 for each bead beyond the first.""]",,,,
Necklace of Prayer Beads,DMG,,False,rare,1,,"by a cleric, druid, or paladin","[""This necklace has {@dice 1d4 + 2} magic beads made from aquamarine, black pearl, or topaz. It also has many nonmagical beads made from stones such as amber, bloodstone, citrine, coral, jade, pearl, or quartz. If a magic bead is removed from the necklace, that bead loses its magic."", ""Six types of magic beads exist. The DM decides the type of each bead on the necklace or determines it randomly. A necklace can have more than one bead of the same type. To use one, you must be wearing the necklace. Each bead contains a spell that you can cast from it as a bonus action (using your spell save DC if a save is necessary). Once a magic bead's spell is cast, that bead can't be used again until the next dawn."", {""type"": ""table"", ""colLabels"": [""{@dice d20}"", ""Bead of..."", ""Spell""], ""colStyles"": [""col-1 text-center"", ""col-2"", ""col-9""], ""rows"": [[""1-6"", ""Blessing"", ""{@spell Bless}""], [""7-12"", ""Curing"", ""{@spell Cure wounds} (2nd level) or {@spell lesser restoration}""], [""13-16"", ""Favor"", ""{@spell Greater restoration}""], [""17-18"", ""Smiting"", ""{@spell Branding smite}""], [""19"", ""Summons"", ""{@spell Planar ally}""], [""20"", ""Wind walking"", ""{@spell Wind walk}""]]}]",,,,
Nolzur's Marvelous Pigments,DMG,,False,very rare,1,,,"[""Typically found in {@dice 1d4} pots inside a fine wooden box with a brush (weighing 1 pound in total), these pigments allow you to create three-dimensional objects by painting them in two dimensions. The paint flows from the brush to form the desired object as you concentrate on its image."", ""Each pot of paint is sufficient to cover 1,000 square feet of a surface, which lets you create inanimate objects or terrain features—such as a door, a pit, flowers, trees, cells, rooms, or weapons—that are up to 10,000 cubic feet. It takes 10 minutes to cover 100 square feet."", ""When you complete the painting, the object or terrain feature depicted becomes a real, nonmagical object. Thus, painting a door on a wall creates an actual door that can be opened to whatever is beyond. Painting a pit on a floor creates a real pit, and its depth counts against the total area of objects you create."", ""Nothing created by the pigments can have a value greater than 25 gp. If you paint an object of greater value (such as a diamond or a pile of gold), the object looks authentic, but close inspection reveals it is made from paste, bone, or some other worthless material."", ""If you paint a form of energy such as fire or lightning, the energy appears but dissipates as soon as you complete the painting, doing no harm to anything.""]",,,,
Oathbow,DMG,R,False,very rare,2,,true,"[""When you nock an arrow on this bow, it whispers in Elvish, \""Swift defeat to my enemies.\"" When you use this weapon to make a ranged attack, you can, as a command phrase, say, \""Swift death to you who have wronged me.\"" The target of your attack becomes your sworn enemy until it dies or until dawn seven days later. You can have only one such sworn enemy at a time. When your sworn enemy dies, you can choose a new one after the next dawn."", ""When you make a ranged attack roll with this weapon against your sworn enemy, you have advantage on the roll. In addition, your target gains no benefit from cover, other than {@quickref Cover||3||total cover}, and you suffer no disadvantage due to long range. If the attack hits, your sworn enemy takes an extra {@damage 3d6} piercing damage."", ""While your sworn enemy lives, you have disadvantage on attack rolls with all other weapons.""]","[""A"", ""H"", ""2H""]",1d8,P,
Oil (flask),PHB,G,False,none,1,10,,"[""Oil usually comes in a clay flask that holds 1 pint. As an action, you can splash the oil in this flask onto a creature within 5 feet of you or throw it up to 20 feet, shattering it on impact. Make a ranged attack against a target creature or object, treating the oil as an improvised weapon. On a hit, the target is covered in oil. If the target takes any fire damage before the oil dries (after 1 minute), the target takes an additional 5 fire damage from the burning oil. You can also pour a flask of oil on the ground to cover a 5-foot-square area, provided that the surface is level. If lit, the oil burns for 2 rounds and deals 5 fire damage to any creature that enters the area or ends its turn in the area. A creature can take this damage only once per turn.""]",,,,
Oil of Etherealness,DMG,P,False,rare,,,,"[""Beads of this cloudy gray oil form on the outside of its container and quickly evaporate. The oil can cover a Medium or smaller creature, along with the equipment it's wearing and carrying (one additional vial is required for each size category above Medium). Applying the oil takes 10 minutes. The affected creature then gains the effect of the {@spell etherealness} spell for 1 hour.""]",,,,
Oil of Sharpness,DMG,P,False,very rare,,,,"[""This clear, gelatinous oil sparkles with tiny, ultrathin silver shards. The oil can coat one slashing or piercing weapon or up to 5 pieces of slashing or piercing ammunition. Applying the oil takes 1 minute. For 1 hour, the coated item is magical and has a +3 bonus to attack and damage rolls.""]",,,,
Oil of Slipperiness,DMG,P,False,uncommon,,,,"[""This sticky black unguent is thick and heavy in the container, but it flows quickly when poured. The oil can cover a Medium or smaller creature, along with the equipment it's wearing and carrying (one additional vial is required for each size category above Medium). Applying the oil takes 10 minutes. The affected creature then gains the effect of a {@spell freedom of movement} spell for 8 hours."", ""Alternatively, the oil can be poured on the ground as an action, where it covers a 10-foot square, duplicating the effect of the {@spell grease} spell in that area for 8 hours.""]",,,,
Oil of Taggit,DMG,G,False,none,,40000,,"[""A creature subjected to this poison must succeed on a {@dc 13} Constitution saving throw or become {@condition poisoned} for 24 hours. The {@condition poisoned} creature is {@condition unconscious}. The creature wakes up if it takes damage.""]",,,,
Orb of Dragonkind,DMG,,False,artifact,3,,true,"[""Ages past, on the world of Krynn, elves and humans waged a terrible war against evil dragons. When the world seemed doomed, the wizards of the Towers of High Sorcery came together and worked their greatest magic, forging five Orbs of Dragonkind (or Dragon Orbs) to help them defeat the dragons. One orb was taken to each of the five towers, and there they were used to speed the war toward a victorious end. The wizards used the orbs to lure dragons to them, then destroyed the dragons with powerful magic."", ""As the Towers of High Sorcery fell in later ages, the orbs were destroyed or faded into legend, and only three are thought to survive. Their magic has been warped and twisted over the centuries, so although their primary purpose of calling dragons still functions, they also allow some measure of control over dragons."", ""Each orb contains the essence of an evil dragon, a presence that resents any attempt to coax magic from it. Those lacking in force of personality might find themselves enslaved to an orb."", ""An orb is an etched crystal globe about 10 inches in diameter. When used, it grows to about 20 inches in diameter, and mist swirls inside it."", ""While attuned to an orb, you can use an action to peer into the orb's depths and speak its command word. You must then make a {@dc 15} Charisma check. On a successful check, you control the orb for as long as you remain attuned to it. On a failed check, you become {@condition charmed} by the orb for as long as you remain attuned to it."", ""While you are {@condition charmed} by the orb, you can't voluntarily end your attunement to it, and the orb casts {@spell suggestion} on you at will (save {@dc 18}), urging you to work toward the evil ends it desires. The dragon essence within the orb might want many things: the annihilation of a particular people, freedom from the orb, to spread suffering in the world, to advance the worship of Takhisis ({@creature Tiamat|RoT|Tiamat's} name on Krynn), or something else the DM decides."", {""type"": ""entries"", ""name"": ""Random Properties"", ""entries"": [""An Orb of Dragonkind has the following random properties:"", {""type"": ""list"", ""items"": [""2 {@table Artifact Properties; Minor Beneficial Properties|dmg|minor beneficial properties}"", ""1 {@table Artifact Properties; Minor Detrimental Properties|dmg|minor detrimental property}"", ""1 {@table Artifact Properties; Major Detrimental Properties|dmg|major detrimental property}""]}]}, {""type"": ""entries"", ""name"": ""Spells"", ""entries"": [""The orb has 7 charges and regains {@dice 1d4 + 3} expended charges daily at dawn. If you control the orb, you can use an action and expend 1 or more charges to cast one of the following spells (save {@dc 18}) from it: {@spell cure wounds} (5th-level version, 3 charges), {@spell daylight} (1 charge), {@spell death ward} (2 charges), or {@spell scrying} (3 charges). You can also use an action to cast the {@spell detect magic} spell from the orb without using any charges.""]}, {""type"": ""entries"", ""name"": ""Call Dragons"", ""entries"": [""While you control the orb, you can use an action to cause the artifact to issue a telepathic call that extends in all directions for 40 miles. Evil dragons in range feel compelled to come to the orb as soon as possible by the most direct route. Dragon deities such as {@creature Tiamat|RoT} are unaffected by this call. Dragons drawn to the orb might be hostile toward you for compelling them against their will. Once you have used this property, it can't be used again for 1 hour.""]}, {""type"": ""entries"", ""name"": ""Destroying an Orb"", ""entries"": [""An Orb of Dragonkind appears fragile but is impervious to most damage, including the attacks and breath weapons of dragons. A {@spell disintegrate} spell or one good hit from a +3 magic weapon is sufficient to destroy an orb, however.""]}]",,,,
Ox,PHB,TG,False,none,,1500,,,,,,
Pack Saddle,PHB,TAH,False,none,15,500,,,,,,
Pale Tincture,DMG,G,False,none,,25000,,"[""A creature subjected to this poison must succeed on a {@dc 16} Constitution saving throw or take 3 ({@damage 1d6}) poison damage and become {@condition poisoned}. The {@condition poisoned} creature must repeat the saving throw every 24 hours, taking 3 ({@damage 1d6}) poison damage on a failed save. Until this poison ends, the damage the poison deals can't be healed by any means. After seven successful saving throws, the effect ends and the creature can heal normally.""]",,,,
Paper (one sheet),PHB,G,False,none,,20,,,,,,
Parchment (one sheet),PHB,G,False,none,,10,,,,,,
Pearl of Power,DMG,,False,uncommon,,,by a spellcaster,"[""While this pearl is on your person, you can use an action to speak its command word and regain one expended spell slot. If the expended slot was of 4th level or higher, the new slot is 3rd level. Once you have used the pearl, it can't be used again until the next dawn.""]",,,,
Pepper,PHB,TG,False,none,1,200,,,,,,
Perfume (vial),PHB,G,False,none,,500,,,,,,
Periapt of Health,DMG,,False,uncommon,1,,,"[""You are immune to contracting any disease while you wear this pendant. If you are already infected with a disease, the effects of the disease are suppressed while you wear the pendant.""]",,,,
Periapt of Proof against Poison,DMG,,False,rare,1,,,"[""This delicate silver chain has a brilliant-cut black gem pendant. While you wear it, poisons have no effect on you. You are immune to the {@condition poisoned} condition and have immunity to poison damage.""]",,,,
Periapt of Wound Closure,DMG,,False,uncommon,1,,true,"[""While you wear this pendant, you stabilize whenever you are dying at the start of your turn. In addition, whenever you roll a Hit Die to regain hit points, double the number of hit points it restores.""]",,,,
Philter of Love,DMG,P,False,uncommon,,,,"[""The next time you see a creature within 10 minutes after drinking this philter, you become {@condition charmed} by that creature for 1 hour. If the creature is of a species and gender you are normally attracted to, you regard it as your true love while you are {@condition charmed}. This potion's rose-hued, effervescent liquid contains one easy-to-miss bubble shaped like a heart.""]",,,,
Pig,PHB,TG,False,none,,300,,,,,,
Pipes of Haunting,DMG,INS,False,uncommon,2,,,"[""You must be proficient with wind instruments to use these pipes. They have 3 charges. You can use an action to play them and expend 1 charge to create an eerie, spellbinding tune. Each creature within 30 feet of you that hears you play must succeed on a {@dc 15} Wisdom saving throw or become {@condition frightened} of you for 1 minute. If you wish, all creatures in the area that aren't hostile toward you automatically succeed on the saving throw. A creature that fails the saving throw can repeat it at the end of each of its turns, ending the effect on itself on a success. A creature that succeeds on its saving throw is immune to the effect of these pipes for 24 hours. The pipes regain {@dice 1d3} expended charges daily at dawn.""]",,,,
Pipes of the Sewers,DMG,INS,False,uncommon,2,,true,"[""You must be proficient with wind instruments to use these pipes. While you are attuned to the pipes, ordinary rats and giant rats are indifferent toward you and will not attack you unless you threaten or harm them."", ""The pipes have 3 charges. If you play the pipes as an action, you can use a bonus action to expend 1 to 3 charges, calling forth one {@creature swarm of rats} with each expended charge, provided that enough rats are within half a mile of you to be called in this fashion (as determined by the DM). If there aren't enough rats to form a swarm, the charge is wasted. Called swarms move toward the music by the shortest available route but aren't under your control otherwise. The pipes regain {@dice 1d3} expended charges daily at dawn."", ""Whenever a {@creature swarm of rats} that isn't under another creature's control comes within 30 feet of you while you are playing the pipes, you can make a Charisma check contested by the swarm's Wisdom check. If you lose the contest, the swarm behaves as it normally would and can't be swayed by the pipes' music for the next 24 hours. If you win the contest, the swarm is swayed by the pipes' music and becomes friendly to you and your companions for as long as you continue to play the pipes each round as an action. A friendly swarm obeys your commands. If you issue no commands to a friendly swarm, it defends itself but otherwise takes no actions. If a friendly swarm starts its turn and can't hear the pipes' music, your control over that swarm ends, and the swarm behaves as it normally would and can't be swayed by the pipes' music for the next 24 hours.""]",,,,
Pitcher,PHB,G,False,none,4,2,,"[""A pitcher holds 1 gallon of liquid.""]",,,,
Piton,PHB,G,False,none,0.25,5,,,,,,
Plate Armor of Etherealness,DMG,HA,False,legendary,65,,true,"[""While you're wearing this armor, you can speak its command word as an action to gain the effect of the {@spell etherealness} spell, which lasts for 10 minutes or until you remove the armor or use an action to speak the command word again. This property of the armor can't be used again until the next dawn.""]",,,,18
Platinum,PHB,TG,False,none,1,50000,,,,,,
Playing Card Set,PHB,GS,False,none,,50,,,,,,
Poisoner's Kit,PHB,T,False,none,2,5000,,"[""A poisoner's kit includes the vials, chemicals, and other equipment necessary for the creation of poisons. Proficiency with this kit lets you add your proficiency bonus to any ability checks you make to craft or use poisons."", ""Additionally, the {@book Crafting and Harvesting Poison|dmg|8|Crafting and Harvesting Poison} rules require the use of a poisoner's kit.""]",,,,
Pole (10-foot),PHB,G,False,none,7,5,,,,,,
Pony,PHB,MNT,False,none,,3000,,,,,,
